ID,ENTRYTYPE,journal,title,year,volume,number,url,dblp_key,author,doi,file,grobid-version,note,pages,language,cited_by
000037,article,Journal of Management Information Systems,Editorial Introduction,1985,2,2,http://www.jmis-web.org/articles/1078,https://dblp.org/rec/journals/jmis/Zwass85a,"Zwass, Vladimir",,,,,,,
000038,article,Journal of Management Information Systems,Adaptation of Information Systems Building Blocks to Design Forces,1986,3,1,http://www.jmis-web.org/articles/136,https://dblp.org/rec/journals/jmis/Burch86,"Burch, John G.",,,,,,,
000039,article,Journal of Management Information Systems,The Application of Prototyping to Systems Development - A Rationale and Model,1986,3,2,http://www.jmis-web.org/articles/153,https://dblp.org/rec/journals/jmis/CervenyGS86,"Cerveny, Robert P. and Garrity, Edward J. and Sanders, G. Lawrence",,,,,,,
000040,article,Journal of Management Information Systems,Organizational Size and Information System Sophistication,1986,2,3,http://www.jmis-web.org/articles/603,https://dblp.org/rec/journals/jmis/Lehman86,"Lehman, John A.",,,,,,,
000041,article,Journal of Management Information Systems,Effect of Organizational Maturity on End-Users' Satisfaction with Information Systems,1986,2,3,http://www.jmis-web.org/articles/655,https://dblp.org/rec/journals/jmis/MahmoodB86,"Mahmood, Mo Adam and Becker, Jack D.",,,,,,,
000042,article,Journal of Management Information Systems,Generating an Optimal Information System - PMAX-SDLC and the Redirection of MIS Research (or How to Help Joe Eat Salmon),1986,3,1,http://www.jmis-web.org/articles/669,https://dblp.org/rec/journals/jmis/MarsdenP86,"Marsden, James R. and Pingry, David E.",,,,,,,
000043,article,Journal of Management Information Systems,Communications Requirements for Group Decision Support Systems,1986,2,4,http://www.jmis-web.org/articles/968,https://dblp.org/rec/journals/jmis/BuiJ86,"Bui, Tung and Jarke, Matthias",,,,,,,
000044,article,Journal of Management Information Systems,Job Satisfaction and Information Systems Research,1986,2,3,http://www.jmis-web.org/articles/177,https://dblp.org/rec/journals/jmis/CheneyS86,"Cheney, Paul H. and Scarpello, Vida",,,,,,,
000045,article,Journal of Management Information Systems,Adaptive Information Systems Control - A Reliability-based Approach,1986,3,2,http://www.jmis-web.org/articles/259,https://dblp.org/rec/journals/jmis/HoffmanH86,"Hoffman, Richard C. and Hsu, Cheng",,,,,,,
000046,article,Journal of Management Information Systems,Controlling Bias in User Assertions in Expert Decision Support Systems for Problem Formulation,1986,3,1,http://www.jmis-web.org/articles/755,https://dblp.org/rec/journals/jmis/ParadiceC86,"Paradice, David B. and Courtney, James F.",,,,,,,
000047,article,Journal of Management Information Systems,Integration of Computer Graphics and Statistical Procedures for Decision Support Systems,1986,3,2,http://www.jmis-web.org/articles/887,https://dblp.org/rec/journals/jmis/SmithJ86,"Smith, L. Douglas and Janson, Marius A.",,,,,,,
000048,article,Journal of Management Information Systems,"Systems to Think With - A Response to ""A Vision for Decision Support Systems""",1986,2,4,http://www.jmis-web.org/articles/1013,https://dblp.org/rec/journals/jmis/Weber86,"Weber, E. Sue",,,,,,,
000049,article,Journal of Management Information Systems,Managing the Risks Associated with End-User Computing,1986,2,3,http://www.jmis-web.org/articles/19,https://dblp.org/rec/journals/jmis/AlaviW86,"Alavi, Maryam and Weiss, Ira R.",,,,,,,
000050,article,Journal of Management Information Systems,Financial Impact of Information Processing,1986,3,2,http://www.jmis-web.org/articles/88,https://dblp.org/rec/journals/jmis/Bender86,"Bender, Donald H.",,,,,,,
000051,article,Journal of Management Information Systems,Capability Criteria for Marketing Decision Support Systems,1986,3,1,http://www.jmis-web.org/articles/373,https://dblp.org/rec/journals/jmis/Goslar86,"Goslar, Martin D.",,,,,,,
000052,article,Journal of Management Information Systems,Using a Knowledge-Based Decision Support System in Strategic Planning Decisions - An Empirical Study,1986,2,4,http://www.jmis-web.org/articles/374,https://dblp.org/rec/journals/jmis/GoulST86,"Goul, Michael and Shane, Barry and Tonge, Fred M.",,,,,,,
000053,article,Journal of Management Information Systems,Effects of Decision Support Systems Training and Cognitive Style on Decision Process Attributes,1986,3,2,http://www.jmis-web.org/articles/378,https://dblp.org/rec/journals/jmis/GreenH86,"Green, Gary I. and Hughes, Cary T.",,,,,,,
000054,article,Journal of Management Information Systems,Developing Model Strings for Model Managers,1986,3,2,http://www.jmis-web.org/articles/545,https://dblp.org/rec/journals/jmis/Klein86,"Klein, Gary",,,,,,,
000055,article,Journal of Management Information Systems,Automating Planning Environments - Knowledge Integration and Model Scripting,1986,2,4,http://www.jmis-web.org/articles/678,https://dblp.org/rec/journals/jmis/McIntyreKN86,"McIntyre, Scott C. and Konsynski, Benn R. and Nunamaker Jr., Jay F.",,,,,,,
000056,article,Journal of Management Information Systems,Controlling the Use and Evolution of Database Systems - A Prolog-based Approach,1986,3,1,http://www.jmis-web.org/articles/840,https://dblp.org/rec/journals/jmis/RozenshteinM86,"Rozenshtein, David and Minsky, Naftaly H.",,,,,,,
000057,article,Journal of Management Information Systems,Decision Support and Knowledge-Based Systems - A Special Issue,1986,2,4,http://www.jmis-web.org/articles/906,https://dblp.org/rec/journals/jmis/Stohr86,"Stohr, Edward A.",,,,,,,
000058,article,Journal of Management Information Systems,A Note on Information Attributes,1986,2,3,http://www.jmis-web.org/articles/918,https://dblp.org/rec/journals/jmis/Swanson86,"Swanson, E. Burton",,,,,,,
000059,article,Journal of Management Information Systems,Organizational Factors Affecting the Success of End-User Computing,1986,3,1,http://www.jmis-web.org/articles/176,https://dblp.org/rec/journals/jmis/CheneyMG86,"Cheney, Paul H. and Mann, Robert I. and Guha, Subo",,,,,,,
000060,article,Journal of Management Information Systems,The Cost of Internally Developed Applications - Analysis of Problems and Cost Control Methods,1986,3,2,http://www.jmis-web.org/articles/413,https://dblp.org/rec/journals/jmis/HelmsW86,"Helms, Glenn L. and Weiss, Ira R.",,,,,,,
000061,article,Journal of Management Information Systems,Are MIS Frameworks Premature?,1986,2,3,http://www.jmis-web.org/articles/549,https://dblp.org/rec/journals/jmis/Kochen86,"Kochen, Manfred",,,,,,,
000062,article,Journal of Management Information Systems,Shopping in the Electronic Marketplace,1986,2,4,http://www.jmis-web.org/articles/596,https://dblp.org/rec/journals/jmis/LeeW86,"Lee, Ronald M. and Widmeyer, George R.",,,,,,,
000063,article,Journal of Management Information Systems,Representing Models as Data,1986,2,4,http://www.jmis-web.org/articles/610,https://dblp.org/rec/journals/jmis/Lenard86,"Lenard, Melanie L.",,,,,,,
000064,article,Journal of Management Information Systems,Research on MIS Planning - Some Guidelines from Strategic Planning Research,1986,2,3,http://www.jmis-web.org/articles/983,https://dblp.org/rec/journals/jmis/Venkatraman86,"Venkatraman, N.",,,,,,,
000065,article,Journal of Management Information Systems,Editorial Introduction,1986,3,1,http://www.jmis-web.org/articles/1083,https://dblp.org/rec/journals/jmis/Zwass86,"Zwass, Vladimir",,,,,,,
000066,article,Journal of Management Information Systems,Editorial Introduction,1986,3,2,http://www.jmis-web.org/articles/1082,https://dblp.org/rec/journals/jmis/Zwass86a,"Zwass, Vladimir",,,,,,,
000067,article,Journal of Management Information Systems,Editorial Introduction,1986,2,3,http://www.jmis-web.org/articles/1077,https://dblp.org/rec/journals/jmis/Zwass86b,"Zwass, Vladimir",,,,,,,
000068,article,Journal of Management Information Systems,From the Editor-in-Chief,1986,2,4,http://www.jmis-web.org/articles/1084,https://dblp.org/rec/journals/jmis/Zwass86c,"Zwass, Vladimir",,,,,,,
000069,article,Journal of Management Information Systems,Managing Personal Computer Use - The Role of Corporate Management Information Systems,1987,3,3,http://www.jmis-web.org/articles/790,https://dblp.org/rec/journals/jmis/Pyburn87,"Pyburn, Philip J.",,,,,,,
000070,article,Journal of Management Information Systems,Integrating Management Support Systems into Strategic Information Systems Planning,1987,4,1,http://www.jmis-web.org/articles/417,https://dblp.org/rec/journals/jmis/HendersonRS87,"Henderson, John C. and Rockart, John F. and Sifonis, John G.",,,,,,,
000071,article,Journal of Management Information Systems,A Framework for the Examination of Management Involvement in Decision Support Systems,1987,4,1,http://www.jmis-web.org/articles/431,https://dblp.org/rec/journals/jmis/Hogue87,"Hogue, Jack T.",,,,,,,
000072,article,Journal of Management Information Systems,"Plant Management, the Locus of Decision Making, and the Information Services Department",1987,3,3,http://www.jmis-web.org/articles/643,https://dblp.org/rec/journals/jmis/LucasP87,"Lucas Jr., Henry C. and Palley, Michael A.",,,,,,,
000073,article,Journal of Management Information Systems,A Framework for Selecting between Knowledge-based and Traditional Systems Design,1987,4,1,http://www.jmis-web.org/articles/708,https://dblp.org/rec/journals/jmis/MurrayT87,"Murray, Thomas J. and Tanniru, Mohan",,,,,,,
000074,article,Journal of Management Information Systems,Causal and Non-causal Relationships and Dynamic Model Construction in a Managerial Advisory System,1987,3,4,http://www.jmis-web.org/articles/756,https://dblp.org/rec/journals/jmis/ParadiceC87,"Paradice, David B. and Courtney Jr., James F.",,,,,,,
000075,article,Journal of Management Information Systems,The Design of an Investment Portfolio Selection Decision Support System Using Two Expert Systems and a Consulting System,1987,3,4,http://www.jmis-web.org/articles/870,https://dblp.org/rec/journals/jmis/ShaneFT87,"Shane, Barry and Fry, Mitchel and Toro, Reuben",,,,,,,
000076,article,Journal of Management Information Systems,Organizing for Decision Support System Support - The End-User Services Alternative,1987,4,1,http://www.jmis-web.org/articles/1006,https://dblp.org/rec/journals/jmis/WatsonC87,"Watson, Hugh J. and Carr, Houston H.",,,,,,,
000077,article,Journal of Management Information Systems,Assessing Data Reliability in an Information System,1987,4,2,http://www.jmis-web.org/articles/12,https://dblp.org/rec/journals/jmis/Ahituv87,"Agmon, Nachman and Ahituv, Niv",,,,,,,
000078,article,Journal of Management Information Systems,Knowledge Management in Organizational Planning,1987,3,4,http://www.jmis-web.org/articles/30,https://dblp.org/rec/journals/jmis/ChenKN87,"Chen, Tsung Teng and Konsynski, Benn R. and Nunamaker Jr., Jay F.",,,,,,,
000079,article,Journal of Management Information Systems,Issues in the Design of a Distributed Testbed for Multimedia Information Systems (MINOS),1987,4,2,http://www.jmis-web.org/articles/192,https://dblp.org/rec/journals/jmis/ChristodoulakisV87,"Christodoulakis, Stavros and Velissaropoulos, Theodora",,,,,,,
000080,article,Journal of Management Information Systems,On the Plausibility and Scope of Expert Systems in Management,1987,4,1,http://www.jmis-web.org/articles/295,https://dblp.org/rec/journals/jmis/Dhar87,"Dhar, Vasant",,,,,,,
000081,article,Journal of Management Information Systems,Design of a Self-evolving Decision Support System,1987,4,1,http://www.jmis-web.org/articles/956,https://dblp.org/rec/journals/jmis/LiangJ87,"Liang, Ting-Ping and Jones, Christopher V.",,,,,,,
000082,article,Journal of Management Information Systems,Facilitating Group Creativity - Experience with a Group Decision Support System,1987,3,4,http://www.jmis-web.org/articles/728,https://dblp.org/rec/journals/jmis/NunamakerK87,"Nunamaker Jr., Jay F. and Konsynski, Benn R.",,,,,,,
000083,article,Journal of Management Information Systems,Special Issue - Database Management,1987,4,2,http://www.jmis-web.org/articles/5,https://dblp.org/rec/journals/jmis/Adam87,"Adam, Nabil R.",,,,,,,
000084,article,Journal of Management Information Systems,Strategic Alternatives and Inter-organizational System Implementations - An Overview,1987,3,3,http://www.jmis-web.org/articles/72,https://dblp.org/rec/journals/jmis/Barrett87,"Barrett, Stephanie S.",,,,,,,
000085,article,Journal of Management Information Systems,Firm Performance and Monitoring of Critical Success Factors in Different Strategic Contexts,1987,3,3,http://www.jmis-web.org/articles/478,https://dblp.org/rec/journals/jmis/Jenster87,"Jenster, Per V.",,,,,,,
000086,article,Journal of Management Information Systems,An Automated Software Design Methodology Using CAPO,1987,3,3,http://www.jmis-web.org/articles/507,https://dblp.org/rec/journals/jmis/Karimi87,"Karimi, Jahangir",,,,,,,
000087,article,Journal of Management Information Systems,On the Interdependencies between Record Structure and Access Path Design,1987,4,2,http://www.jmis-web.org/articles/664,https://dblp.org/rec/journals/jmis/MarchC87,"March, Salvatore T. and Carlis, John V.",,,,,,,
000088,article,Journal of Management Information Systems,Special Issue - Decision Support and Knowledge-Based Systems,1987,3,4,http://www.jmis-web.org/articles/907,https://dblp.org/rec/journals/jmis/Stohr87,"Stohr, Edward A.",,,,,,,
000089,article,Journal of Management Information Systems,Transaction Processing and Consistency Control of Replicated Copies during Failures in Distributed Databases,1987,4,2,http://www.jmis-web.org/articles/94,https://dblp.org/rec/journals/jmis/Bhargava87,"Bhargava, Bharat K.",,,,,,,
000090,article,Journal of Management Information Systems,Improvements in Database Concurrency Control with Locking,1987,4,2,http://www.jmis-web.org/articles/244,https://dblp.org/rec/journals/jmis/Croker87,"Croker, Albert",,,,,,,
000091,article,Journal of Management Information Systems,A Performance Comparison of Optimistic versus Conservative Strategies during Partition Failures in Distributed Databases,1987,4,2,http://www.jmis-web.org/articles/256,https://dblp.org/rec/journals/jmis/DavidsonW87,"Davidson, Susan B. and Winkler, Mark M.",,,,,,,
000092,article,Journal of Management Information Systems,The Role of Programming Language in Estimating Software Development Costs,1987,3,3,http://www.jmis-web.org/articles/408,https://dblp.org/rec/journals/jmis/HarrisonA87,"Harrison, Warren and Adrangi, Bahram",,,,,,,
000093,article,Journal of Management Information Systems,A Tool to Support Competitive Argumentation,1987,3,4,http://www.jmis-web.org/articles/501,https://dblp.org/rec/journals/jmis/Kandt87,"Kandt, Kirk",,,,,,,
000094,article,Journal of Management Information Systems,Open versus Closed Minds - The Effect of Dogmatism on an Analyst's Problem-solving Behavior,1987,3,3,http://www.jmis-web.org/articles/752,https://dblp.org/rec/journals/jmis/PaddockS87,"Paddock, Charles E. and Swanson, Neil E.",,,,,,,
000095,article,Journal of Management Information Systems,POOL - A Semantic Model for Approximate Reasoning and Its Application in Decision Support,1987,3,4,http://www.jmis-web.org/articles/1026,https://dblp.org/rec/journals/jmis/Zhang87,"Zhang, Wen-Ran",,,,,,,
000096,article,Journal of Management Information Systems,Editorial Introduction,1987,4,1,http://www.jmis-web.org/articles/1087,https://dblp.org/rec/journals/jmis/Zwass87,"Zwass, Vladimir",,,,,,,
000097,article,Journal of Management Information Systems,From the Editor-in-Chief,1987,4,2,http://www.jmis-web.org/articles/1086,https://dblp.org/rec/journals/jmis/Zwass87a,"Zwass, Vladimir",,,,,,,
000098,article,Journal of Management Information Systems,Editorial Introduction,1987,3,3,http://www.jmis-web.org/articles/1081,https://dblp.org/rec/journals/jmis/Zwass87b,"Zwass, Vladimir",,,,,,,
000099,article,Journal of Management Information Systems,A Short-Form Measure of User Information Satisfaction - A Psychometric Evaluation and Notes on Use,1988,4,4,http://www.jmis-web.org/articles/71,https://dblp.org/rec/journals/jmis/BaroudiO88,"Baroudi, Jack J. and Orlikowski, Wanda J.",,,,,,,
000100,article,Journal of Management Information Systems,Strategic Planning for Information Systems - Requirements and Information Engineering Methods,1988,4,4,http://www.jmis-web.org/articles/508,https://dblp.org/rec/journals/jmis/Karimi88,"Karimi, Jahangir",,,,,,,
000101,article,Journal of Management Information Systems,Exploratory Results of a Factor Analysis of Strategic Information - Implications for Strategic Systems Planning,1988,5,2,http://www.jmis-web.org/articles/920,https://dblp.org/rec/journals/jmis/Szewczak88,"Szewczak, Edward J.",,,,,,,
000102,article,Journal of Management Information Systems,Knowledge-based Systems Support for Information Centers,1988,5,1,http://www.jmis-web.org/articles/733,https://dblp.org/rec/journals/jmis/NunamakerKCVKH88,"Nunamaker Jr., Jay F. and Konsynski, Benn R. and Chen, Minder and Vinze, Ajay S. and King, David R. and Heltne, Mari M.",,,,,,,
000103,article,Journal of Management Information Systems,Systems Planning for the Enterprise-wide Information Management Complex - The Architectural Approach,1988,5,2,http://www.jmis-web.org/articles/934,https://dblp.org/rec/journals/jmis/Targowski88,"Targowski, Andrew S.",,,,,,,
000104,article,Journal of Management Information Systems,Embedding a Point-to-Point Network in the Expansion of Infrastructure for Information Systems,1988,4,3,http://www.jmis-web.org/articles/984,https://dblp.org/rec/journals/jmis/VeroyZ88,"Veroy, Boris and Zwass, Vladimir",,,,,,,
000105,article,Journal of Management Information Systems,McKesson Drug Company - A Case Study of Economost - A Strategic Information System,1988,5,1,http://www.jmis-web.org/articles/220,https://dblp.org/rec/journals/jmis/ClemonsR88,"Clemons, Eric K. and Row, Michael C.",,,,,,,
000106,article,Journal of Management Information Systems,Motivation Norms of Knowledge Engineers Compared to Those of Software Engineers,1988,4,3,http://www.jmis-web.org/articles/240,https://dblp.org/rec/journals/jmis/CougerM88,"Couger, J. Daniel and McIntyre, Scott C.",,,,,,,
000107,article,Journal of Management Information Systems,The Effect of Presentation Media on Recipient Performance in Text-based Information Systems,1988,4,4,http://www.jmis-web.org/articles/517,https://dblp.org/rec/journals/jmis/KasperM88,"Kasper, George M. and Morris, Andrew H.",,,,,,,
000108,article,Journal of Management Information Systems,Evolution towards Strategic Applications of Databases through Composite Information Systems,1988,5,2,http://www.jmis-web.org/articles/648,https://dblp.org/rec/journals/jmis/MadnickW88,"Madnick, Stuart E. and Wang, Richard Y.",,,,,,,
000109,article,Journal of Management Information Systems,Evolutionary Development of Decision Support Systems - Important Issues for Early Phases of Design,1988,4,4,http://www.jmis-web.org/articles/858,https://dblp.org/rec/journals/jmis/SauterS88,"Sauter, Vicki L. and Schofer, Joseph L.",,,,,,,
000110,article,Journal of Management Information Systems,Current and Future Uses of the Group Decision Support System Technology - Report on a Recent Empirical Study,1988,5,1,http://www.jmis-web.org/articles/909,https://dblp.org/rec/journals/jmis/StraubB88,"Straub, Detmar W. and Beauclair, Renée A.",,,,,,,
000111,article,Journal of Management Information Systems,Problem Management - Neglected Elements in Decision Support Systems,1988,4,3,http://www.jmis-web.org/articles/1014,https://dblp.org/rec/journals/jmis/WeberK88,"Weber, E. Sue and Konsynski, Benn R.",,,,,,,
000112,article,Journal of Management Information Systems,Information Type and its Impact on Information Dissemination,1988,5,2,http://www.jmis-web.org/articles/1057,https://dblp.org/rec/journals/jmis/ZakiH88,"Zaki, Ahmed S. and Hoffman, Richard C.",,,,,,,
000113,article,Journal of Management Information Systems,A Multiple Criteria Decision Support System for Global Financial Planning,1988,4,3,http://www.jmis-web.org/articles/322,https://dblp.org/rec/journals/jmis/EomLSF88,"Eom, Hyun B. and Lee, Sang M. and Snyder, Charles A. and Ford, F. Nelson",,,,,,,
000114,article,Journal of Management Information Systems,Special Issue - Decision Support and Knowledge-based Systems,1988,5,1,http://www.jmis-web.org/articles/556,https://dblp.org/rec/journals/jmis/Konsynski88,"Konsynski, Benn R.",,,,,,,
000115,article,Journal of Management Information Systems,A Comparison of the Manipulation of Certainty Factors by Individuals and Expert System Shells,1988,5,1,http://www.jmis-web.org/articles/558,https://dblp.org/rec/journals/jmis/KopcsoPR88,"Kopcso, David P. and Pipino, Leo and Rybolt, William",,,,,,,
000116,article,Journal of Management Information Systems,"An Investigation of the Effects of Age, Size, and Hardware Option on the Critical Success Factors Applicable to Information Centers",1988,4,4,http://www.jmis-web.org/articles/650,https://dblp.org/rec/journals/jmis/MagalC88,"Magal, Simha R. and Carr, Houston H.",,,,,,,
000117,article,Journal of Management Information Systems,Object-oriented Systems Analysis and Design - Methodology and Application,1988,5,1,http://www.jmis-web.org/articles/677,https://dblp.org/rec/journals/jmis/McIntyreH88,"McIntyre, Scott C. and Higgins, Lexis F.",,,,,,,
000118,article,Journal of Management Information Systems,User Perceptions of Decision Support System Restrictiveness - An Experiment,1988,5,1,http://www.jmis-web.org/articles/881,https://dblp.org/rec/journals/jmis/Silver88,"Silver, Mark S.",,,,,,,
