cluster_id,id,title,author,doi
5,P_0000000466,"Special Section: Economics, Electronic Commerce, and Competitive Strategy","Clemons, Eric K and Rajiv, M. and Dewan, Robert J and Kauffman",
6,C_001216,Special Issue: Enhancing Organizations’ Intellectual Bandwidth: The Quest for Fast and Effective Value Creation,"Nunamaker Jr, Jay F. and Briggs, Robert O. and De Vreede, Gert-Jan and Sprague Jr, Ralph H.",10.1080/07421222.2000.11045654
6,D_000609,Special Issue - Enhancing Organizations' Intellectual Bandwidth - The Quest for Fast and Effective Value Creation,"Nunamaker Jr., Jay F. and Briggs, Robert O. and de Vreede, Gert-Jan and Sprague Jr., Ralph H.",
6,P_0000000523,Special Issue: Enhancing Organizations' Intellectual Bandwidth: The Quest for Fast and Effective Value Creation,"Briggs, Robert O",
7,C_000501,Software Processes and Project Performance,"Deephouse, Christopher and Mukhopadhyay, Tridas and Goldenson, Dennis R. and Kellner, Marc I.",10.1080/07421222.1995.11518097
7,D_000410,Software Processes and Project Performance,"Deephouse, Christopher and Mukhopadhyay, Tridas and Goldenson, Dennis and Kellner, Marc I.",
7,P_0000000560,Software Processes and Project Performance,"Deephouse, Christopher and Mukhopadhyay, Tridas and Goldenson, Dennis R and Kellner, Marc I",
8,C_000270,Value Chain Linkages and the Spillover Effects of Strategic Information Technology Alignment: A Process-Level View,"Tallon, Paul P.",10.2753/MIS0742-1222280301
8,D_001085,Value Chain Linkages and the Spillover Effects of Strategic Information Technology Alignment - A Process-Level View,"Tallon, Paul P.",
8,P_0000000725,Value Chain Linkages and the Spillover Effects of Strategic Information Technology Alignment: A Process-Level View,"Tallon, Paul P",10.2753/MIS0742-1222280301
9,C_000881,A Longitudinal Study of Spreadsheet Program Use,"Carlsson, Sven A.",10.1080/07421222.1988.11517818
9,D_000121,A Longitudinal Study of Spreadsheet Program Use,"Carlsson, Sven A.",
9,P_0000001144,A Longitudinal Study of Spreadsheet Program Use SVEN A. CARLSSON,"Carlsson, Sven A",
10,C_000244,Group Decision Support: The Effects of Designated Human Leaders and Statistical Feedback in Computerized Conferences,"Hiltz, Starr Roxanne and Johnson, Kenneth and Turoff, Murray",10.1080/07421222.1991.11517922
10,D_000215,Group Decision Support - The Effects of Designated Human Leaders and Statistical Feedback in Computerized Conferences,"Hiltz, Starr Roxanne and Johnson, Kenneth and Turoff, Murray",
10,P_0000001281,Group Decision Support: The Effects of Designated Human Leaders and Statistical Feedback in Computerized Conferences,"Starr, Roxanne and Hiltz, Kenneth and Johnson, Murray Turoff and Hiltz and Turoff, Murray",
11,C_000791,An Approach to Distribution of Object-Oriented Applications in Loosely Coupled Networks,"Purao, Sandeep and Jain, Hemant K. and Nazareth, Derek L.",10.1080/07421222.2002.11045689
11,D_000641,An Approach to Distribution of Object-Oriented Applications in Loosely Coupled Networks,"Purao, Sandeep and Jain, Hemant K. and Nazareth, Derek L.",
11,P_0000000448,An Approach to Distribution of Object-Oriented Applications in Loosely Coupled Networks,"Purao, Sandeep and Jain, Hemant K and Nazareth, Derek L",
12,C_001224,Stress Dynamics of Information Systems Managers: A Contingency Model,"Li, Eldon Y. and Shani, Abraham B. (Rami)",10.1080/07421222.1991.11517906
12,D_000200,Stress Dynamics of Information Systems Managers - A Contingency Model,"Li, Eldon Y. and Shani, Abraham B.",
12,P_0000000176,"Stress Dynamics of Information Systems Managers: A Contingency Model ELDON Y. LI and ABRAHAM B, (RAMI) SHANI","Li, Eldon Y",
13,C_001084,Negotiation Support Systems in Budget Negotiations: An Experimental Analysis,"WOLFE, CHRISTOPHER J. and MURTHY, UDAY S.",10.2753/MIS0742-1222220312
13,D_000802,Negotiation Support Systems in Budget Negotiations - An Experimental Analysis,"Wolfe, Christopher J. and Murthy, Uday S.",
13,P_0000001498,Negotiation Support Systems in Budget Negotiations: An Experimental Analysis,"Wolfe, Christopher J and Murthy, Uday S",
14,C_000223,Managing High-Achieving Information Systems Professionals,"Smits, Stanley J. and McLean, Ephraim R. and Tanner, John R.",10.1080/07421222.1993.11517981
14,D_000262,Managing High-Achieving Information Systems Professionals,"Smits, Stanley J. and McLean, Ephraim R. and Tanner, John R.",
14,P_0000000099,Managing High-Achieving Information Systems Professionals,"Smits, Stanley J and Mclean, Ephraim R and Tanner, John R",
15,C_000710,Impediments to Information Systems Replacement: A Calculus of Discontinuance,"Furneaux, Brent and Wade, Michael",10.1080/07421222.2017.1373013
15,D_001331,Impediments to Information Systems Replacement - A Calculus of Discontinuance,"Furneaux, Brent and Wade, Michael R.",
15,P_0000000323,Impediments to Information Systems Replacement: A Calculus of Discontinuance,"Furneaux, Brent and Wade, Michael",10.1080/07421222.2017.1373013
16,C_001196,The Roles of IT Strategies and Security Investments in Reducing Organizational Security Breaches,"Li, He and Yoo, Sungjin and Kettinger, William J.",10.1080/07421222.2021.1870390
16,D_001511,The Roles of IT Strategies and Security Investments in Reducing Organizational Security Breaches,"Li, He and Yoo, Sungjin and Kettinger, William J.",10.1080/07421222.2021.1870390
16,P_0000001258,The Roles of IT Strategies and Security Investments in Reducing Organizational Security Breaches,"Li, He and Yoo, Sungjin and Kettinger, William J and Powers, Ann",10.1080/07421222.2021.1870390
17,C_000611,The Undergraduate MIS Course in A.A.C.S.B. Schools,"McLeod, Raymond",10.1080/07421222.1985.11517731
17,D_000024,The Undergraduate MIS Course in A.A.C.S.B. Schools,"McLeod Jr., Raymond",
17,P_0000001100,The Undergraduate MIS Course in A.A.C.S.B. Schools,"Mcleod, Raymond",
18,C_000491,Bundling Effects on Variety Seeking for Digital Information Goods,"Adomavicius, Gediminas and Bockstedt, Jesse and Curley, Shawn P.",10.1080/07421222.2014.1001266
18,D_001228,Bundling Effects on Variety Seeking for Digital Information Goods,"Adomavicius, Gediminas and Bockstedt, Jesse C. and Curley, Shawn P.",
18,P_0000001466,Bundling Effects on Variety Seeking for Digital Information Goods,"Adomavicius, Gediminas and Bockstedt, Jesse and Curley, Shawn P",10.1080/07421222.2014.1001266
19,C_000227,Theory and Analysis of Company-Sponsored Value Co-Creation,"Chen, Li and Marsden, James R. and Zhang, Zhongju",10.2753/MIS0742-1222290206
19,D_001080,Theory and Analysis of Company-Sponsored Value Co-Creation,"Chen, Li and Marsden, James R. and Zhang, Zhongju",
19,P_0000000920,Theory and Analysis of Company-Sponsored Value Co-Creation,"Li, Chen and Marsden, James R and Zhang, Zhongju and Chen, Li",10.2753/MIS0742-1222290206
20,C_001569,Applying Adaptive Structuration Theory to Investigate the Process of Group Support Systems Use,"Gopal, Abhijit and Bostrom, Robert P. and Chin, Wynne W.",10.1080/07421222.1992.11517967
20,D_000285,Applying Adaptive Structuration Theory to Investigate the Process of Group Support Systems Use,"Gopal, Abhijit and Bostrom, Robert P. and Chin, Wynne W.",
20,P_0000000508,"Applying Adaptive Structuration Theory to Investigate the Process of Group Support Systems Use ABHIJIT GOPAL, ROBERT P. BOSTROM, AND WYNNE W. CHIN","Gopal, Abhurr and Bostrom, Robert P and Chin, Wynne W",
21,C_000935,Novelty-Knowledge Alignment: A Theory of Design Convergence in Systems Development,"Tiwana, Amrit",10.2753/MIS0742-1222290101
21,D_001086,Novelty-Knowledge Alignment - A Theory of Design Convergence in Systems Development,"Tiwana, Amrit",
22,C_000196,Investigating the Impacts of Managerial Turnover/Succession on Software Project Performance,"Abdel-Hamid, Tarek K.",10.1080/07421222.1992.11517961
22,D_000249,Investigating the Impacts of Managerial Turnover/Succession on Software Project Performance,"Tuttle, Brad",
22,P_0000000354,Investigating the Impacts of Managerial Turnover/Succession on Software Project Performance TAREKK. ABDEL-HAMID,"Abdhl-Hamid, Tarek K",
23,C_000809,Consumer Learning and Time-Locked Trials of Software Products,"Dey, Debabrata and Lahiri, Atanu and Liu, Dengpan",10.2753/MIS0742-1222300209
23,D_001146,Consumer Learning and Time-Locked Trials of Software Products,"Dey, Debabrata and Lahiri, Atanu and Liu, Dengpan",
23,P_0000000067,Consumer Learning and Time-Locked Trials of Software Products,"Dey, Debabrata and Lahiri, Atanu and Liu, Dengpan",10.2753/MIS0742-1222300209
24,C_000729,Advanced Customer Analytics: Strategic Value Through Integration of Relationship-Oriented Big Data,"Kitchens, Brent and Dobolyi, David and Li, Jingjing and Abbasi, Ahmed",10.1080/07421222.2018.1451957
24,D_001382,Advanced Customer Analytics - Strategic Value Through Integration of Relationship-Oriented Big Data,"Kitchens, Brent and Dobolyi, David G. and Li, Jingjing and Abbasi, Ahmed",
24,P_0000001234,Advanced Customer Analytics: Strategic Value Through Integration of Relationship-Oriented Big Data,"Kitchens, Brent and Dobolyi, David and Li, Jingjing and Abbasi, Ahmed",10.1080/07421222.2018.1451957
25,C_001179,Network Positions and Contributions to Online Public Goods: The Case of Chinese Wikipedia,"Zhang, Xiaoquan and Wang, Chong",10.2753/MIS0742-1222290202
25,D_001108,Network Positions and Contributions to Online Public Goods - The Case of Chinese Wikipedia,"Zhang, Xiaoquan and Wang, Chong",
25,P_0000000989,Network Positions and Contributions to Online Public Goods: The Case of Chinese Wikipedia XIAOQUAN (MICHAEL) ZHANG AND CHONG (ALEX) WANG,"Zhang, Michael",10.2753/MIS0742-1222290202
26,C_001048,Exploring Mediation between Environmental and Structural Attributes: The Penetration of Communication Technologies in Manufacturing Organizations,"Lee, Choong C. and Grover, Varun",10.1080/07421222.1999.11518261
26,D_000575,Exploring Mediation Between Environmental and Structural Attributes - The Penetration of Communication Technologies in Manufacturing Organizations,"Lee, Choong C. and Grover, Varun",
26,P_0000000093,Exploring Mediation Between Environmental and Structural Attributes: The Penetration of Communication Technologies in Manufacturing Organizations CHOONG C. LEE AND VARUN GROVER,"Choong, C. and Lee",
27,C_001465,A Computer Charging Mechanism for Revealing User Preferences within a Large Organization,"Pick, Roger Alan and Whinston, Andrew B.",10.1080/07421222.1989.11517850
27,D_000153,A Computer Charging Mechanism for Revealing User Preferences within a Large Organization,"Pick, Roger Alan and Whinston, Andrew B.",
28,C_001001,Examining a Model of Information Technology Acceptance by Individual Professionals: An Exploratory Study,"Chau, Patrick Y.K. and Hu, Paul J.",10.1080/07421222.2002.11045699
28,D_000629,Examining a Model of Information Technology Acceptance by Individual Professionals - An Exploratory Study,"Chau, Patrick Y. K. and Hu, Paul Jen-Hwa",
28,P_0000001491,Examining a Model of Information Technology Acceptance by Individual Professionals: An Exploratory Study,"Chau, Patrick Y K and Hu, Paul J",
29,C_000565,Performance Analysis of “What-If” Databases Using Independently Updated Views,"Ramirez, Richard G. and Kulkarni, Uday R. and Moser, Kathleen A.",10.1080/07421222.1992.11517953
29,D_000256,"Performance Analysis of ""What-If"" Databases Using Independently Updated Views","Ramirez, Richard G. and Kulkarni, Uday R. and Moser, Kathleen A.",
29,P_0000000531,"Performance Analysis of ""What-If' Databases Using Independently Updated Views","Ramirez, Richard G and Uday, R. and Kulkarni, Kathleen A and Moser, Richard G and Ramirez and Kulkarni, Uday R and Moser, Kathleen A",
30,C_001542,Determinants of Information Technology Outsourcing: A Cross-Sectional Analysis,"Loh, Lawrence and Venkatraman, N.",10.1080/07421222.1992.11517945
30,D_000247,Determinants of Information Technology Outsourcing - A Cross-Sectional Analysis,"Loh, Lawrence and Venkatraman, N.",
30,P_0000000253,Determinants of Information Technology Outsourcing: A Cross-Sectional Analysis,"Loh, Lawrence and Venkatraman, N.",
31,C_001480,A Comparison of Machine Learning with Human Judgment,"Kattan, Michael W. and Adams, Dennis A. and Parks, Michael S.",10.1080/07421222.1993.11517977
31,D_000293,A Comparison of Machine Learning with Human Judgment,"Kattan, Michael W. and Adams, Dennis A. and Parks, Michael S.",
31,P_0000001159,A Comparison of Machine Learning with Human Judgment,"Kattan, Michael W and Dennis, A. and Adams, Michael S and Parks, Michael W and Kattan",
32,C_000616,Enabling Effective Operational Risk Management in a Financial Institution: An Action Research Study,"Yang, Shirley Ou and Hsu, Carol and Sarker, Suprateek and Lee, Allen S.",10.1080/07421222.2017.1373006
32,D_001346,Enabling Effective Operational Risk Management in a Financial Institution - An Action Research Study,"Yang, Shirley Ou and Hsu, Carol and Sarker, Suprateek and Lee, Allen S.",
33,C_000505,Turning around Troubled Software Projects: An Exploratory Study of the Deescalation of Commitment to Failing Courses of Action,"Keil, Mark and Robey, Daniel",10.1080/07421222.1999.11518222
33,D_000533,Turning Around Troubled Software Projects - An Exploratory Study of the Deescalation of Commitment to Failing Courses of Action,"Keil, Mark and Robey, Daniel",
33,P_0000000012,Turning Around Troubled Software Projects: An Exploratory Study of the Deescalation of Commitment to Failing Courses of Action,"Robey, Daniel and Keil, Mark",
34,C_000969,Turning a Community into a Market: A Practice Perspective on Information Technology Use in Boundary Spanning,"LEVINA, NATALIA and VAAST, EMMANUELLE",10.2753/MIS0742-1222220402
34,D_000814,Turning a Community into a Market - A Practice Perspective on Information Technology Use in Boundary Spanning,"Levina, Natalia and Vaast, Emmanuelle",
34,P_0000000151,TYirning a Community into a Market: A Practice Perspective on Information Technology Use in Boundary Spanning NATALIA LEVINA AND EMMANUELLE VAAST,"Levina, Natalia",
35,C_000920,Meeting Facilitation: Process Versus Content Interventions,"Miranda, Shalla M. and Bostrom, Robert P.",10.1080/07421222.1999.11518223
35,D_000534,Meeting Facilitation - Process Versus Content Interventions,"Miranda, Shaila M. and Bostrom, Robert P.",
35,P_0000000202,Meeting Facilitation: Process Versus Content Interventions,"Miranda, Shaila M and Bostrom, Robert P",
36,C_000651,"Understanding Technology Support for Organizational Transactive Memory: Requirements, Application, and Customization","Nevo, Dorit and Benbasat, Izak and Wand, Yair",10.2753/MIS0742-1222280404
36,D_001102,"Understanding Technology Support for Organizational Transactive Memory - Requirements, Application, and Customization","Nevo, Dorit and Benbasat, Izak and Wand, Yair",
36,P_0000000694,"Understanding Technology Support for Organizational Transactive Memory: Requirements, Application, and Customization","Nevo, Dorit and Benbasat, Izak and Wand, Yair",10.2753/MIS0742-1222280404
37,C_000188,An Integrated Model of Consortium-Based E-Business Standardization: Collaborative Development and Adoption with Network Externalities,"Zhao, Kexin and Xia, Mu and Shaw, Michael J.",10.2753/MIS0742-1222230411
37,D_000853,An Integrated Model of Consortium-Based E-Business Standardization - Collaborative Development and Adoption with Network Externalities,"Zhao, Kexin and Xia, Mu and Shaw, Michael J.",
37,P_0000001200,An Integrated Model of Consortium-Based E-Business Standardization: Collaborative Development and Adoption with Network Externalities,"Zhao, Kexin and Xia, M. U and Shaw, Michael J",10.2753/MIS0742-1222230411
38,C_000031,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,"Li, Gen and Wang, Jing",10.1080/07421222.2019.1599499
38,D_001433,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,"Li and Wang, Jing",
38,P_0000000422,Threshold Effects on Backer Motivations in Reward-Based Crowdfunding,"Li, Gen and Wang, Jing and Kong, Hong",10.1080/07421222.2019.1599499
39,C_001267,Lotus Notes®and Collaboration:Plus ça change...,"Vandenbosch, Betty and Ginzberg, Michael J.",10.1080/07421222.1996.11518134
39,D_000439,Lotus Notes and Collaboration - Plus ça change,"Vandenbosch, Betty and Ginzberg, Michael J.",
39,P_0000001487,Lotus Notes® and Collaboration: Plus ga change,"Ginzberg, Michael J and Vandenbosch, Betty",
40,C_000615,An Agent for Intelligent Model Management,"Liu, John I. C. and Yun, David Y. Y. and Klein, Gary",10.1080/07421222.1990.11517883
40,D_000166,An Agent for Intelligent Model Management,"Liu, John I. C. and Yun, David Y. Y. and Klein, Gary",
40,P_0000001370,An Agent for Intelligent Model Management,"Liu, John I C and Yun, David Y Y and Klein, Gary",
41,C_000082,On the Plausibility and Scope of Expert Systems in Management,"Dhar, Vasant",10.1080/07421222.1987.11517784
41,D_000080,On the Plausibility and Scope of Expert Systems in Management,"Dhar, Vasant",
41,P_0000000711,On the Plausibility and Scope of Expert Systems in Management,"Dhar, Vasant and Simon, Herb and Ginzberg, Michael and Floyd, Barry D",
42,C_001228,Using Group Support Systems to Improve the New Zealand Economy Part II: Followup Results,"Sheffield, Jim and Gallupe, R. Brent",10.1080/07421222.1994.11518053
42,D_000359,Using Group Support Systems to Improve the New Zealand Economy Part II - Followup Results,"Sheffield, Jim and Gallupe, R. Brent",
42,P_0000000400,Using Group Support Systems to Improve the New Zealand Economy Part II: Followup Results,"Sheffield, Jim and Brent Gallupe, R. and Gray, Paul and Nunamaker, Jay and Mannheim, Marvin",
43,C_001564,Organizational Knowledge Management: A Contingency Perspective,,10.1080/07421222.2001.11045676
43,D_000600,Organizational Knowledge Management - A Contingency Perspective,"Becerra-Fernandez, Irma and Sabherwal, Rajiv",
43,P_0000000114,Organizational Knowledge Management: A Contingency Perspective,"Becerra-Fernandez, Irma and Sabherwal Becerra-Fernandez, Rajiv",
44,C_000540,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management,"Gwebu, Kholekile L. and Wang, Jing and Wang, Li",10.1080/07421222.2018.1451962
44,D_001374,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management,"Gwebu, Kholekile L. and Wang, Jing and Wang, Li",
44,P_0000001416,The Role of Corporate Reputation and Crisis Response Strategies in Data Breach Management,"Gwebu, Kholekile L and Wang, Jing and Wang, L. I and Daverio, George W",10.1080/07421222.2018.1451962
45,C_001194,Does Active Service Intervention Drive More Complaints on Social Media? The Roles of Service Quality and Awareness,"Sun, Shujing and Gao, Yang and Rui, Huaxia",10.1080/07421222.2021.1958548
45,D_001546,Does Active Service Intervention Drive More Complaints on Social Media? The Roles of Service Quality and Awareness,"Sun, Shujing and Gao, Yang and Rui, Huaxia",10.1080/07421222.2021.1958548
45,P_0000000631,Does Active Service Intervention Drive More Complaints on Social Media? The Roles of Service Quality and Awareness,"Sun, Shujing and Gao, Yang and Rui, Huaxia",10.1080/07421222.2021.1958548
46,C_000193,A Modeling Approach to Evaluating Strategic Uses of Information Technology,"Post, Gerald V. and Kagan, Albert and Lau, Kin-Nam",10.1080/07421222.1995.11518085
46,D_000369,A Modeling Approach to Evaluating Strategic Uses of Information Technology,"Post, Gerald V. and Kagan, Albert and Lau, Kin-Nam",
46,P_0000001064,"A Modeling Approach to Evaluating Strategic Uses of Information Technology GERALD V. POST, ALBERT KAGAN, AND KIN-NAM LAU","Post, Grrald V",
47,C_000500,Putting on the Thinking Cap: Using NeuroIS to Understand Information Processing Biases in Virtual Teams,"Minas, Randall K. and Potter, Robert F. and Dennis, Alan R. and Bartelt, Valerie and Bae, Soyoung",10.2753/MIS0742-1222300403
47,D_001186,Putting on the Thinking Cap - Using NeuroIS to Understand Information Processing Biases in Virtual Teams,"Minas, Randall K. and Potter, Robert F. and Dennis, Alan R. and Bartelt, Valerie and Bae, Soyoung",
47,P_0000001362,Putting on the Thinking Cap: Using NeuroIS to Understand Information Processing Biases in Virtual Teams,"Minas, Randall K and Potter, Robert F and Dennis, Alan R and Bartelt, Valerie and Bae, Soyoung",10.2753/MIS0742-1222300403
48,C_001241,Antecedents and Consequences of Job Satisfaction among Information Center Employees,"Igbaria, Magid and Guimaraes, Tor",10.1080/07421222.1993.11517983
48,D_000286,Antecedents and Consequences of Job Satisfaction among Information Center Employees,"Igbaria, Magid and Guimaraes, Tor",
48,P_0000000304,Antecedents and Consequences of Job Satisfaction among Information Center Employees MAGIDIGBARIA AND TOR GUIMARAES,"Magid, Igb and Aria",
49,C_001338,A Framework for the Examination of Management Involvement in Decision Support Systems,"Hogue, Jack T.",10.1080/07421222.1987.11517788
49,D_000071,A Framework for the Examination of Management Involvement in Decision Support Systems,"Hogue, Jack T.",
49,P_0000001255,A Framework for the Examination of Management Involvement in Decision Support Systems JACK T. HOGUE,"Hogue, Jack T",
50,C_000112,Research on MIS Planning: Some Guidelines from Strategic Planning Research,"Venkatraman, N.",10.1080/07421222.1985.11517737
50,D_000064,Research on MIS Planning - Some Guidelines from Strategic Planning Research,"Venkatraman, N.",
50,P_0000000302,Research on MIS Planning: Some Guidelines from Strategic Planning Research,"Venkatraman, N. and Sloan, Alfred P",
51,C_000497,Investments in Information Security: A Real Options Perspective with Bayesian Postaudit,"Herath, Hemantha S. B. and Herath, Tejaswini C.",10.2753/MIS0742-1222250310
51,D_000948,Investments in Information Security - A Real Options Perspective with Bayesian Postaudit,"Herath, Hemantha S. B. and Herath, Tejaswini C.",
52,C_001563,Trust and Electronic Government Success: An Empirical Study,"Teo, Thompson S. H. and Srivastava, Shirish C. and Jiang, Li",10.2753/MIS0742-1222250303
52,D_000954,Trust and Electronic Government Success - An Empirical Study,"Teo, Thompson SianHin and Srivastava, Shirish C. and Jiang, Li",
52,P_0000000342,Trust and Electronic Government Success: An Empirical Study,"Teo, Thompson S H and Srivastava, Shirish C and Jiang, Li I and Srivastava, C.",10.2753/MIS0742-1222250303
53,C_000343,Effect of Release Timing of App Innovations based on Mobile Platform Innovations,"Soh, Franck and Grover, Varun",10.1080/07421222.2020.1831763
53,D_001496,Effect of Release Timing of App Innovations based on Mobile Platform Innovations,"Soh, Franck and Grover, Varun",10.1080/07421222.2020.1831763
53,P_0000000921,Effect of Release Timing of App Innovations based on Mobile Platform Innovations,"Soh, Franck and Grover, Varun",10.1080/07421222.2020.1831763
54,C_000203,Market Process Reengineering through Electronic Market Systems: Opportunities and Challenges,"Lee, Ho Geun and Clark, Theodore H.",10.1080/07421222.1996.11518136
54,D_000446,Market Process Reengineering through Electronic Market Systems - Opportunities and Challenges,"Lee, Ho Geun and Clark, Theodore H.",
54,P_0000000140,Market Process Reengineering through Electronic Market Systems: Opportunities and Challenges,"Ho, Geun and Lee, Theodore H Clark and Lee and Clark, Theodore H",
55,C_000114,Information Quality in Wikipedia: The Effects of Group Composition and Task Conflict,"Arazy, Ofer and Nov, Oded and Patterson, Raymond and Yeo, Lisa",10.2753/MIS0742-1222270403
55,D_001043,Information Quality in Wikipedia - The Effects of Group Composition and Task Conflict,"Arazy, Ofer and Nov, Oded and Patterson, Raymond A. and Yeo, M. Lisa",
55,P_0000000189,Information Quality in Wikipedia: The Effects of Group Composition and Task Conflict,"Arazy, Ofer and Nov, Oded and Patterson, Raymond and Yeo, Lisa",10.2753/MIS0742-1222270403
56,C_000972,"Retail Bank Services Strategy: A Model of Traditional, Electronic, and Mixed Distribution Choices","Byers, Reynold E. and Lederer, Phillip J.",10.1080/07421222.2001.11045686
56,D_000583,"Retail Bank Services Strategy - A Model of Traditional, Electronic, and Mixed Distribution Choices","Byers, Reynold E. and Lederer, Phillip J.",
56,P_0000000882,"Retail Bank Services Strategy: A Model of Traditional, Electronic, and Mixed Distribution Choices","Byers, Reynold E and Lederer, Phillip J",
57,C_001265,The Use of Critical Success Factors in Evaluation of Information Systems: A Case Study,"Bergeron, François and Bégin, Clermont",10.1080/07421222.1989.11517842
57,D_000136,The Use of Critical Success Factors in Evaluation of Information Systems - A Case Study,"Bergeron, François and Begin, Clermont",
57,P_0000000103,The Use of Critical Success Factors in Evaluation of Information Systems: A Case Study,"Bergeron, Francois and Bfigin, Clermont and Bergeron, Franqois",
58,C_000738,"Special Section: The Transformative Value of Cloud Computing: A Decoupling, Platformization, and Recombination Theoretical Framework","Benlian, Alexander and Kettinger, William J. and Sunyaev, Ali and Winkler, Till J.",10.1080/07421222.2018.1481634
58,D_001366,"Special Section - The Transformative Value of Cloud Computing - A Decoupling, Platformization, and Recombination Theoretical Framework","Benlian, Alexander and Kettinger, William J. and Sunyaev, Ali and Winkler, Till J.",
58,P_0000000014,"|® Check for updates Special Section: The Transformative Value of Cloud Computing: A Decoupling, Platformization, and Recombination Theoretical Framework","Benlian, Alexander and Kettinger, William J and Sunyaev, Ali and Winkler, Till J and Lee Distinguished, William S and Winkler, Titl J",10.1080/07421222.2018.1481634
59,C_000828,On the Interdependencies between Record Structure and Access Path Design,"March, Salvatore T. and Carlis, John V.",10.1080/07421222.1987.11517793
59,D_000087,On the Interdependencies between Record Structure and Access Path Design,"March, Salvatore T. and Carlis, John V.",
59,P_0000000881,On the Interdependencies between Record Structure and Access Path Design,"March, Salvatore T and March, Cornell University and Carlis, John V",
60,C_001476,Leveraging Tacit Organizational Knowledge,,10.1080/07421222.2000.11045655
60,D_000616,Leveraging Tacit Organizational Knowledge,"Stenmark, Dick",
60,P_0000000199,Organizational Knowledge,"Stenmark, Dick",
61,C_000977,The Effectiveness of Social Norms in Fighting Fake News on Social Media,"Gimpel, Henner and Heger, Sebastian and Olenberger, Christian and Utz, Lena",10.1080/07421222.2021.1870389
61,D_001536,The Effectiveness of Social Norms in Fighting Fake News on Social Media,"Gimpel, Henner and Heger, Sebastian and Olenberger, Christian and Utz, Lena",10.1080/07421222.2021.1870389
61,P_0000000023,The Effectiveness of Social Norms in Fighting Fake News on Social Media,"Gimpel, Henner and Heger, Sebastian and Olenberger, Christian and Utz, Lena",10.1080/07421222.2021.1870389
62,C_001414,Editorial Introduction,"Zwass, Vladimir",10.1080/07421222.1997.11518161
62,D_000462,Editorial Introduction,"Zwass, Vladimir",
63,C_001561,Integration between Business Planning and Information Systems Planning: An Evolutionary-Contingency Perspective,"Teo, Thompson S.H. and King, William R.",10.1080/07421222.1997.11518158
63,D_000437,Integration between Business Planning and Information Systems Planning - An Evolutionary-Contingency Perspective,"Teo, Thompson SianHin and King, William R.",
