ID,orig_ID,orig_source,number,volume,title,journal,author,grobid-version,file,ENTRYTYPE,year,doi,note
P_0000000503,0000000503,pdf,4,11,The mechanics of managing IT risk*,Journal of Information Technology,"Charette, Robert N",lfoppiano/grobid:0.8.1,data/pdfs/11_4/Charette1996.pdf,article,,,
P_0000000504,0000000504,pdf,4,22,IT alignment: what have we learned?,Journal of Information Technology,"Chan, Yolande E and Reich, Blaize Horner",lfoppiano/grobid:0.8.1,data/pdfs/22_4/ChanReich2007.pdf,article,2007,10.1057/PALGRAVE.JIT.2000109,
P_0000000505,0000000505,pdf,2,32,Information sharing and user behavior in internet-enabled peer-to-peer lending systems: an empirical study,Journal of Information Technology,"Feller, Joseph and Gleasure, Rob and Treacy, Stephen",lfoppiano/grobid:0.8.1,data/pdfs/32_2/FellerGleasureTreacy2017.pdf,article,,10.1057/JIT.2016.1,
P_0000000506,0000000506,pdf,3,7,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/7_3/Anonymous1992.pdf,article,,,
P_0000000507,0000000507,pdf,2,22,e-Business strategy and firm performance: a latent class assessment of the drivers and impediments to success,Journal of Information Technology,"Coltman, Tim R and Devinney, Timothy M and Midgley, David F",lfoppiano/grobid:0.8.1,data/pdfs/22_2/ColtmanDevinneyMidgley2007.pdf,article,2006,10.1057/PALGRAVE.JIT.2000073,
P_0000000508,0000000508,pdf,2,25,Conviviality of Internet social networks: An exploratory study of Internet campaigns in Iran,Journal of Information Technology,"Ameripour, Aghil and Nicholson, Brian and Newman, Michael",lfoppiano/grobid:0.8.1,data/pdfs/25_2/AmeripourNicholsonNewman2010.pdf,article,,10.1057/JIT.2010.14,
P_0000000509,0000000509,pdf,4,21,Complexity and Information Systems: the emergent domain,Journal of Information Technology,"Merali, Yasmin and Warwick",lfoppiano/grobid:0.8.1,data/pdfs/21_4/Merali2006.pdf,article,,10.1057/PALGRAVE.JIT.2000081,
P_0000000510,0000000510,pdf,1,18,Writing case studies in information systems research,Journal of Information Technology,"Van Der Blonk, Heico",lfoppiano/grobid:0.8.1,data/pdfs/18_1/vanderBlonk2003.pdf,article,,10.1080/0268396031000077440,
P_0000000511,0000000511,pdf,2,12,Programme evaluation of a government information technology programme for small businesses,Journal of Information Technology,"Ee-Sing, C. H and Ap, Y. and Ong, Es Y L Th",lfoppiano/grobid:0.8.1,data/pdfs/12_2/YapThong1997.pdf,article,,,
P_0000000512,0000000512,pdf,4,17,The political lacuna in participatory systems design,Journal of Information Technology,"Sar, Ka La and Uthu, Avanam",lfoppiano/grobid:0.8.1,data/pdfs/17_4/Saravanamuthu2002a.pdf,article,,10.1080/0268396022000017743,
P_0000000513,0000000513,pdf,2,6,Information systems strategies in government: recent survey evidence,Journal of Information Technology,"Bacon, Nigel",lfoppiano/grobid:0.8.1,data/pdfs/6_2/Bacon1991.pdf,article,,,
P_0000000514,0000000514,pdf,4,27,The privacy rights of cyborgs,Journal of Information Technology,"Davison, Robert M",lfoppiano/grobid:0.8.1,data/pdfs/27_4/Davison2012.pdf,article,,10.1057/JIT.2012.23,
P_0000000515,0000000515,pdf,4,14,Is there a place for department stores on the Internet? Lessons from an abandoned pilot,Journal of Information Technology,"Ris, C. H and Er, Sau and An, Suz and Rton, B. U",lfoppiano/grobid:0.8.1,data/pdfs/14_4/SauerBurton1999.pdf,article,,,
P_0000000516,0000000516,pdf,3,14,"Global Logistics System Asia Co., Ltd",Journal of Information Technology,"Damsga Ard, Jan",lfoppiano/grobid:0.8.1,data/pdfs/14_3/Damsgaard1999.pdf,article,,,
P_0000000517,0000000517,pdf,4,5,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/5_4/LeemingWillcocks1990a.pdf,article,,,Book review
P_0000000518,0000000518,pdf,2,30,Achieving social alignment between business and ITan empirical evaluation of the efficacy of IT governance mechanisms,Journal of Information Technology,"Schlosser, Frank and Beimborn, Daniel and Weitzel, Tim and Wagner, Heinz-Theo",lfoppiano/grobid:0.8.1,data/pdfs/30_2/SchlosserBeimbornWeitzelEtAl2015.pdf,article,2015,10.1057/JIT.2015.2,
P_0000000519,0000000519,pdf,1,6,Transforming organizations through information management,Journal of Information Technology,"Willcocks, Leslie",lfoppiano/grobid:0.8.1,data/pdfs/6_1/Willcocks1991.pdf,article,,,
P_0000000520,0000000520,pdf,1,13,IS decision-making: a study in information-intensive ® rms,Journal of Information Technology,"Ark, M. and Proudlock, J. and Elps, Bob Ph and Pau and and Amble, L. R G",lfoppiano/grobid:0.8.1,data/pdfs/13_1/ProudlockPhelpsGamble1998.pdf,article,,,
P_0000000521,0000000521,pdf,1,22,The diffusion of WOZ: expanding the topology of IS innovations,Journal of Information Technology,"Costello, Gabriel J and Donnellan, Brian",lfoppiano/grobid:0.8.1,data/pdfs/22_1/CostelloDonnellan2007.pdf,article,2006,10.1057/PALGRAVE.JIT.2000085,
P_0000000522,0000000522,pdf,2,8,"Doctoral information systems research in Britain: a report on the UK Information Systems Doctoral Consortiums, 1991-1993",Journal of Information Technology,"Galliers, Bob",lfoppiano/grobid:0.8.1,data/pdfs/8_2/Galliers1993b.pdf,article,,,
P_0000000523,0000000523,pdf,1,3,"Effectiveness and Competition Linking Business Strategy, Organizational Culture and the Use of Information Technology",Journal of Information Technology,"Sutherland, Ewan",lfoppiano/grobid:0.8.1,data/pdfs/3_1/SutherlandMorieux1988.pdf,article,,,
P_0000000524,0000000524,pdf,2,34,Trends in the conduct of information systems research,Journal of Information Technology,"Grover, Varun and Carter, Michelle and Jiang, Dan",lfoppiano/grobid:0.8.1,data/pdfs/34_2/GroverCarterJiang2019a.pdf,article,,10.1177/0268396219834122,
P_0000000525,0000000525,pdf,3,4,An Overview of Intelligent Decision Systems,Journal of Information Technology,"Lee, Daniel T",lfoppiano/grobid:0.8.1,data/pdfs/4_3/Lee1989.pdf,article,,,
P_0000000526,0000000526,pdf,4,7,Computerized marketing databases: their role now and in the future,Journal of Information Technology,"Cameron, Ross and Argett, David T",lfoppiano/grobid:0.8.1,data/pdfs/7_4/CameronTargett1992.pdf,article,,,
P_0000000527,0000000527,pdf,4,14,Understanding slow Internet adoption: `infomediation' in ship-broking markets,Journal of Information Technology,"Pisanias, Nikol Aos and Esl Ie, L. and Ocks, Willc",lfoppiano/grobid:0.8.1,data/pdfs/14_4/PisaniasIeOcks1999.pdf,article,,,
P_0000000528,0000000528,pdf,2,20,A critical analysis of decision support systems research,Journal of Information Technology,"Arnott, David and Pervan, Graham",lfoppiano/grobid:0.8.1,data/pdfs/20_2/ArnottPervan2005.pdf,article,2005,10.1057/PALGRAVE.JIT.2000035,
P_0000000529,0000000529,pdf,4,26,IS research methods: inclusive or exclusive?,Journal of Information Technology,"Lee, Allen S",lfoppiano/grobid:0.8.1,data/pdfs/26_4/Lee2011.pdf,article,,10.1057/JIT.2011.24,
P_0000000530,0000000530,pdf,3,16,Australian network design practice,Journal of Information Technology,"Low, G. C and Ait Ken, C.",lfoppiano/grobid:0.8.1,data/pdfs/16_3/LowAitken2001.pdf,article,,10.1080/02683960110063663,
P_0000000531,0000000531,pdf,1,7,Risk analysis for Information Systems,Journal of Information Technology,"Birch, David G W and Mcevoy, Neil A",lfoppiano/grobid:0.8.1,data/pdfs/7_1/BirchMcEvoy1992.pdf,article,,,
P_0000000532,0000000532,pdf,3,36,Theory building is neither an art nor a science. It is a craft,Journal of Information Technology,"Rivard, Suzanne and Montréal, Hec",lfoppiano/grobid:0.8.1,data/pdfs/36_3/Rivard2021.pdf,article,,10.1177/0268396220911938,
P_0000000533,0000000533,pdf,4,20,Redefining access: uses and roles of information and communication technologies in the US residential real estate industry from 1995 to 2005,Journal of Information Technology,"Sawyer, Steve and Wigand, Rolf T and Crowston, Kevin",lfoppiano/grobid:0.8.1,data/pdfs/20_4/SawyerWigandCrowston2005.pdf,article,,10.1057/PALGRAVE.JIT.2000049,
P_0000000534,0000000534,pdf,4,14,From traditional EDI to Internet-based EDI: managerial considerations,Journal of Information Technology,"Ir, M. and Le, Eil and Thr, S. and Bru, C. and Kavan, C. E and Kavan, C. Bruce",lfoppiano/grobid:0.8.1,data/pdfs/14_4/ThrelkelKavan1999.pdf,article,,,
P_0000000535,0000000535,pdf,4,25,Long-held perceptions of the consequences of IT offshoring will become a reality: fewer IS jobs in developed countries,Journal of Information Technology,"Beulen, Erik",lfoppiano/grobid:0.8.1,data/pdfs/25_4/Beulen2010.pdf,article,,10.1057/JIT.2010.36,
P_0000000536,0000000536,pdf,1,34,The resistible rise of the digital surveillance economy: A call for action,Journal of Information Technology,"Cecez-Kecmanovic, Dubravka",lfoppiano/grobid:0.8.1,data/pdfs/34_1/CecezKecmanovic2019.pdf,article,,10.1177/0268396218815562,
P_0000000537,0000000537,pdf,1,5,Selfconscious or unselfconscious software design?,Journal of Information Technology,"Loomes, Martin",lfoppiano/grobid:0.8.1,data/pdfs/5_1/Loomes1990.pdf,article,,,
P_0000000538,0000000538,pdf,1,6,Developing a management culture in which information technology will flourish: how the UK can benefit,Journal of Information Technology,"Tomlin, Roger",lfoppiano/grobid:0.8.1,data/pdfs/6_1/Tomlin1991.pdf,article,,,
P_0000000539,0000000539,pdf,1,31,Identifying generative mechanisms through affordances: a framework for critical realist data analysis,Journal of Information Technology,"Bygstad, Bendik and Munkvold, Bjørn Erik and Volkoff, Olga",lfoppiano/grobid:0.8.1,data/pdfs/31_1/BygstadMunkvoldVolkoff2016.pdf,article,,10.1057/JIT.2015.13,
P_0000000540,0000000540,pdf,2,5,Information systems successes and failures: research findings from the compounding industry,Journal of Information Technology,"Kaye, G. Roland",lfoppiano/grobid:0.8.1,data/pdfs/5_2/Kaye1990.pdf,article,,,
P_0000000541,0000000541,pdf,4,24,Institutionalisation as a process of interplay between technology and its organisational context of use,Journal of Information Technology,"˜o Baptista, Joa and Baptista, J.",lfoppiano/grobid:0.8.1,data/pdfs/24_4/Baptista2009.pdf,article,2009,10.1057/JIT.2009.15,
P_0000000542,0000000542,pdf,4,19,Information flow structure in large-scale product development organizational networks,Journal of Information Technology,"Braha, Dan and Bar-Yam, Yaneer and Charlton, Earle P",lfoppiano/grobid:0.8.1,data/pdfs/19_4/BrahaBarYam2004.pdf,article,2004,10.1057/PALGRAVE.JIT.2000030,
P_0000000543,0000000543,pdf,1,37,Distributed IT championing: A process theory,Journal of Information Technology,"Negoita, Bogdan and Rahrovani, Yasser and Lapointe, Liette and Pinsonneault, Alain",lfoppiano/grobid:0.8.1,data/pdfs/37_1/NegoitaRahrovaniLapointeEtAl2022.pdf,article,,10.1177/02683962211019406,
P_0000000544,0000000544,pdf,3,14,Nortel - reinventing IS,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/14_3/VolkoffOlga1999.pdf,article,,,
P_0000000545,0000000545,pdf,4,22,Wireless technologies at Agriculture ITO,Journal of Information Technology,"Scornavacca, Eusebio",lfoppiano/grobid:0.8.1,data/pdfs/22_4/ScornavaccaJr2007.pdf,article,2007,10.1057/PALGRAVE.JIT.2000114,
P_0000000546,0000000546,pdf,4,3,Personal View What Good are Neural Nets?,Journal of Information Technology,"Donaldson, Ian M",lfoppiano/grobid:0.8.1,data/pdfs/3_4/Donaldson1988.pdf,article,,,
P_0000000547,0000000547,pdf,4,29,Design for maintenance: how KMS document linking decisions affect maintenance effort and use,Journal of Information Technology,"Dennis, Alan R and Samuel, Binny M and Mcnamara, Kelly",lfoppiano/grobid:0.8.1,data/pdfs/29_4/DennisSamuelMcNamara2014.pdf,article,2014,10.1057/JIT.2014.5,
P_0000000548,0000000548,pdf,4,11,An inventory of personal constructs for information systems project risk researchers,Journal of Information Technology,"Moynihan, Tony",lfoppiano/grobid:0.8.1,data/pdfs/11_4/Moynihan1996.pdf,article,,,
P_0000000549,0000000549,pdf,1,17,Editorial: winners and losers in the digital divide,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/17_1/SauerWillcocks2002.pdf,article,,10.1080/02683960210132043,
P_0000000550,0000000550,pdf,4,25,A review of the IT outsourcing empirical literature and future research directions,Journal of Information Technology,"Lacity, Mary C and Khan, Shaji and Yan, Aihua and Willcocks, Leslie P",lfoppiano/grobid:0.8.1,data/pdfs/25_4/LacityKhanYanEtAl2010.pdf,article,2010,10.1057/JIT.2010.21,
P_0000000551,0000000551,pdf,2,14,Videoconferencing across cultures - a conceptual framework for floor control issues,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/14_2/DustdarHofstede1999.pdf,article,,,
P_0000000552,0000000552,pdf,1,7,Competition in the telecommunications industry: a new global paradigm and its limits,Journal of Information Technology,"Trauth, Eileen M and Pitt, Douglas",lfoppiano/grobid:0.8.1,data/pdfs/7_1/TrauthPitt1992.pdf,article,,,
P_0000000553,0000000553,pdf,4,4,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/4_4/WillcocksLeslie1989.pdf,article,,,Book review
P_0000000554,0000000554,pdf,3,10,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/10_3/Anonymous1995a.pdf,article,,,
P_0000000555,0000000555,pdf,3,6,U sing an information systems strategic model to give a strategy for teaching information systems CLARETAGG,Journal of Information Technology,"Hatfieldpolytechnic and Tagg, Clare and Polytechnic, Hatfield Ian and Gram",lfoppiano/grobid:0.8.1,data/pdfs/6_3-4/TaggOram1991a.pdf,article,,,
P_0000000556,0000000556,pdf,2,7,Re-engineering tools have the potential to overcome systems maintenance bottleneck,Journal of Information Technology,"Moreton, Robert",lfoppiano/grobid:0.8.1,data/pdfs/7_2/Moreton1992.pdf,article,,,
P_0000000557,0000000557,pdf,3,9,Coping with information technology? How British executives perceive the key information systems management issues in the mid-1990s,Journal of Information Technology,"Galliers, Robert D and Meral1, Yasmin and Spearing, Laura",lfoppiano/grobid:0.8.1,data/pdfs/9_3/GalliersMeraliSpearing1994.pdf,article,,,
P_0000000558,0000000558,pdf,3,4,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/4_3/UnknownUNKNOWNag.pdf,article,,,Book review
P_0000000559,0000000559,pdf,4,12,Are general managers well prepared to manage IT? The role of IT in general MBA programmes in Australia,Journal of Information Technology,"Sa Uer, Chris and Sh, Rajeev and Nd, A. A and Potte, Barbar A",lfoppiano/grobid:0.8.1,data/pdfs/12_4/SauerSharmaPotter1997.pdf,article,,,
P_0000000560,0000000560,pdf,1,3,Transborder Data Flows and Law: Questions not Answers,Journal of Information Technology,"Marett, Paul",lfoppiano/grobid:0.8.1,data/pdfs/3_1/Marett1988.pdf,article,,,
P_0000000561,0000000561,pdf,1,13,Evaluating information systems projects: a multidimensional approach,Journal of Information Technology,"Uy Fitzg, G.",lfoppiano/grobid:0.8.1,data/pdfs/13_1/Fitzgerald1998.pdf,article,,,
P_0000000562,0000000562,pdf,2,2,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/2_2/UnknownUNKNOWNah.pdf,article,,,Book review
P_0000000563,0000000563,pdf,3,25,Delineating 'pervasiveness' in pervasive information systems: a taxonomical framework and design implications,Journal of Information Technology,"Kourouthanassis, Panos E and Giaglis, George M and Karaiskos, Dimitrios C",lfoppiano/grobid:0.8.1,data/pdfs/25_3/KourouthanassisGiaglisKaraiskos2010.pdf,article,2010,10.1057/JIT.2009.6,
P_0000000564,0000000564,pdf,1,22,Dawn of e-government -an institutional analysis of seven initiatives and their impact,Journal of Information Technology,"Henriksen, Helle Zinner and Damsgaard, Jan",lfoppiano/grobid:0.8.1,data/pdfs/22_1/HenriksenDamsgaard2007.pdf,article,2006,10.1057/PALGRAVE.JIT.2000090,
P_0000000565,0000000565,pdf,3,8,Moving from an Executive Information System to Everyone's Information System: lessons from a case study,Journal of Information Technology,"Wheeler, F. P and Chang, S. H and Thomas, R. J",lfoppiano/grobid:0.8.1,data/pdfs/8_3/WheelerChangThomas1993.pdf,article,,,
P_0000000566,0000000566,pdf,1,11,Information architectural design in business process reengineering,Journal of Information Technology,"K E T T I N G E R, J. and U B A S H I S H G U H A, S. and Kettinger, William J",lfoppiano/grobid:0.8.1,data/pdfs/11_1/KettingerTengGuha1996.pdf,article,,,
P_0000000567,0000000567,pdf,2,1,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/1_2/Zorkoczy1986.pdf,article,,,
P_0000000568,0000000568,pdf,2,14,Using the risk± remedy method to evaluate outsourcing tenders,Journal of Information Technology,"Lewis, Edward Dward",lfoppiano/grobid:0.8.1,data/pdfs/14_2/Lewis1999.pdf,article,,,
P_0000000569,0000000569,pdf,2,3,Expert Decision-support Systems for Decision-making,Journal of Information Technology,"Lee, Daniel T",lfoppiano/grobid:0.8.1,data/pdfs/3_2/Lee1988.pdf,article,,,
P_0000000570,0000000570,pdf,3,19,Impact of management accounting information and AMT on organizational performance,Journal of Information Technology,"Choe, Jong-Min and Choe, J-M",lfoppiano/grobid:0.8.1,data/pdfs/19_3/Choe2004a.pdf,article,2004,10.1057/PALGRAVE.JIT.2000013,
P_0000000571,0000000571,pdf,2,36,Letting living intelligence put the artificial version in its place,Journal of Information Technology,"Aleksander, Igor",lfoppiano/grobid:0.8.1,data/pdfs/36_2/AleksanderIgor2019.pdf,article,,10.1177/0268396220980741,
P_0000000572,0000000572,pdf,4,8,A review of the methodologies movement,Journal of Information Technology,"Avgerou, Chrisanthi and Cornford, Tony",lfoppiano/grobid:0.8.1,data/pdfs/8_4/AvgerouCornford1993.pdf,article,,,
P_0000000573,0000000573,pdf,3,6,Strategies for teaching information systems,Journal of Information Technology,"Jamieson, Rodger",lfoppiano/grobid:0.8.1,data/pdfs/6_3-4/JamiesonRodger1991.pdf,article,,,
P_0000000574,0000000574,pdf,2,26,Special issue on futures for research on information systems: prometheus unbound?,Journal of Information Technology,"Sawyer, Steve",lfoppiano/grobid:0.8.1,data/pdfs/26_2/SawyerWinter2011.pdf,article,,10.1057/JIT.2011.7,
P_0000000575,0000000575,pdf,1,11,IS innovation and organizational alignment ± a professional juggling act,Journal of Information Technology,"A N I C E M B U R N, J.",lfoppiano/grobid:0.8.1,data/pdfs/11_1/Burn1996.pdf,article,,,
P_0000000576,0000000576,pdf,4,31,Linking macro-level goals to micro-level routines: EHR-enabled transformation of primary care services,Journal of Information Technology,"Findikoglu, Melike and Watson-Manheim, Mary Beth",lfoppiano/grobid:0.8.1,data/pdfs/31_4/FindikogluWatsonManheim2016.pdf,article,,10.1057/S41265-016-0023-5,
P_0000000577,0000000577,pdf,2,8,"Association of computing machinery special interest group in computer personnel research. Annual Conference, April 1992, Cincinnati OR, USA Reviewed by: ROGER HARRIS",Journal of Information Technology,"Kong, Hong",lfoppiano/grobid:0.8.1,data/pdfs/8_2/Harris1993.pdf,article,,,
P_0000000578,0000000578,pdf,4,1,"Igor Aleksander, Editor in Chief",Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/1_4/Aleksander1986h.pdf,article,,,Contents
P_0000000579,0000000579,pdf,4,2,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/2_4/UnknownUNKNOWNak.pdf,article,,,Book review
P_0000000580,0000000580,pdf,4,1,Science of Information*,Journal of Information Technology,"Mamdani, E. H and College, Mary and London",lfoppiano/grobid:0.8.1,data/pdfs/1_4/Mamdani1986.pdf,article,,,
P_0000000581,0000000581,pdf,2,24,"Creative, convergent, and social: Prospects for mobile computing",Journal of Information Technology,"Wareham, Jonathan D and Busquets, Xavier and Austin, Robert D",lfoppiano/grobid:0.8.1,data/pdfs/24_2/WarehamBusquetsAustin2009.pdf,article,2009,10.1057/JIT.2009.1,Contents
P_0000000582,0000000582,pdf,4,25,"Barcodes, RFIDS, lemonade and conversation",Journal of Information Technology,"Gogan, Janis L and Rao, Ashok",lfoppiano/grobid:0.8.1,data/pdfs/25_4/GoganRao2010.pdf,article,2010,10.1057/JIT.2010.20,
P_0000000583,0000000583,pdf,3,15,An exploratory study of information systems in support of employee empowerment ANNA PSOINOS,Journal of Information Technology,"Th, O. M and As, K. E and Rn",lfoppiano/grobid:0.8.1,data/pdfs/15_3/PsoinosKernSmithson2000.pdf,article,,,
P_0000000584,0000000584,pdf,2,16,Sharing knowledge across boundaries,Journal of Information Technology,"Audio, C. L and Ciborra, U. and Ra, Fae L and Andreu",lfoppiano/grobid:0.8.1,data/pdfs/16_2/CiborraAndreu2001.pdf,article,,10.1080/02683960110055103,
P_0000000585,0000000585,pdf,3,12,The IT outsourcing market-place: vendors and their selection,Journal of Information Technology,"Gha N M, Vau and Ell, Ich and Uy Fitzg, G. and Fitzgerald, Guy",lfoppiano/grobid:0.8.1,data/pdfs/12_3/MichellFitzgerald1997.pdf,article,,,
P_0000000586,0000000586,pdf,3,29,How do IT outsourcing vendors respond to shocks in client demand? A resource dependence perspective,Journal of Information Technology,"Su, Fang and Mao, Ji-Ye and Jarvenpaa, Sirkka L and Mao, J-Y",lfoppiano/grobid:0.8.1,data/pdfs/29_3/SuMaoJarvenpaa2014.pdf,article,2013,10.1057/JIT.2013.28,
P_0000000587,0000000587,pdf,2,3,InteRigent Computer-assisted Instruction (ICAI): flexible Learning Through Better Student-Computer Interaction*,Journal of Information Technology,"Duchastel, Philippe and Imbeau, Jacques",lfoppiano/grobid:0.8.1,data/pdfs/3_2/DuchastelImbeau1988.pdf,article,,,
P_0000000588,0000000588,pdf,3,19,Performance outcomes of strategic and IT competencies alignment 1,Journal of Information Technology,"Croteau, Anne-Marie and Raymond, Louis and Croteau, A-M and Molson, John",lfoppiano/grobid:0.8.1,data/pdfs/19_3/CroteauRaymond2004.pdf,article,2004,10.1057/PALGRAVE.JIT.2000020,
P_0000000589,0000000589,pdf,4,35,,Journal of Information Technology,"Huysman, Marleen",lfoppiano/grobid:0.8.1,data/pdfs/35_4/HuysmanMarleen2020.pdf,article,,10.1177/0268396220926511,
P_0000000590,0000000590,pdf,3,27,A better world with ICTs? Response to the commentaries,Journal of Information Technology,"Walsham, Geoff",lfoppiano/grobid:0.8.1,data/pdfs/27_3/Walsham2012.pdf,article,2012,10.1057/JIT.2012.16,
P_0000000591,0000000591,pdf,3,8,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/8_3/Willcocks1993.pdf,article,,,
P_0000000592,0000000592,pdf,2,4,,Journal of Information Technology,,lfoppiano/grobid:0.8.1,data/pdfs/4_2/UnknownUNKNOWNan.pdf,article,,,Book review
P_0000000593,0000000593,pdf,4,12,Developing and implementing IS: a case study analysis in social services,Journal of Information Technology,"Riley, Lesley and Gill, S. M and Ith",lfoppiano/grobid:0.8.1,data/pdfs/12_4/RileySmith1997.pdf,article,,,
P_0000000594,0000000594,pdf,1,32,Towards a value theory for personal data,Journal of Information Technology,"Spiekermann, Sarah and Korunovska, Jana",lfoppiano/grobid:0.8.1,data/pdfs/32_1/SpiekermannKorunovska2017.pdf,article,,10.1057/JIT.2016.4,
P_0000000595,0000000595,pdf,4,17,Justifying enterprise resource planning adoption,Journal of Information Technology,"Oliver, Dave and Ce, Lia R and Om",lfoppiano/grobid:0.8.1,data/pdfs/17_4/OliverRomm2002.pdf,article,,10.1080/0268396022000017761,
P_0000000596,0000000596,pdf,3,16,Towards modelling the effects of national culture on IT implementation and acceptance,Journal of Information Technology,"Joh, N. F and Veiga, Ste and Ve N, Floy D and Hle, Kat and De Chant, E. N",lfoppiano/grobid:0.8.1,data/pdfs/16_3/VeigaFloydDechant2001.pdf,article,,10.1080/02683960110063654,
P_0000000597,0000000597,pdf,4,16,Cultural in uences on IT use amongst factory managers: a UK-Japanese comparison,Journal of Information Technology,"Kambay, Norio and Arry, H.",lfoppiano/grobid:0.8.1,data/pdfs/16_4/KambayashiScarbrough2001.pdf,article,,10.1080/02683960110100409,
P_0000000598,0000000598,pdf,3,13,The four P's revisited: business value assessment of the infrastructure impact of IT investments,Journal of Information Technology,"Eo, T. H and Renke Ma, J. W",lfoppiano/grobid:0.8.1,data/pdfs/13_3/Renkema1998.pdf,article,,,
P_0000000599,0000000599,pdf,1,9,Introducing IT into a mature production related work environment: the human resource factor,Journal of Information Technology,"Helliwell, Jonathan and Fowler, Alan",lfoppiano/grobid:0.8.1,data/pdfs/9_1/HelliwellFowler1994.pdf,article,,,
P_0000000600,0000000600,pdf,1,6,Deriving semantic data models from structured process descriptions of reality,Journal of Information Technology,"Benwell, George L and Firns, Peter G and Sallis, Philip J",lfoppiano/grobid:0.8.1,data/pdfs/6_1/BenwellFirnsSallis1991.pdf,article,,,
P_0000000601,0000000601,pdf,3,29,Can customer satisfaction and dissatisfaction coexist? An issue of telecommunication service in China,Journal of Information Technology,"Chen, Aihui and Lu, Yaobin and Gupta, Sumeet and Xiaolin, Qi",lfoppiano/grobid:0.8.1,data/pdfs/29_3/ChenLuGuptaEtAl2014.pdf,article,2013,10.1057/JIT.2013.26,
P_0000000602,0000000602,pdf,3,27,A critical review of cloud computing: researching desires and realities,Journal of Information Technology,"Venters, Will and Whitley, Edgar A",lfoppiano/grobid:0.8.1,data/pdfs/27_3/VentersWhitley2012.pdf,article,2012,10.1057/JIT.2012.17,
P_0000000603,0000000603,pdf,4,26,Debates and Perspectives MIS and illusions of control: an analysis of the risks of risk management,Journal of Information Technology,"Drummond, Helga",lfoppiano/grobid:0.8.1,data/pdfs/26_4/Drummond2011.pdf,article,2011,10.1057/JIT.2011.9,
P_0000000604,0000000604,pdf,3,24,Dynamic collaboration: A personal reflection,Journal of Information Technology,"Aron, Dave",lfoppiano/grobid:0.8.1,data/pdfs/24_3/Aron2009.pdf,article,,10.1057/JIT.2009.4,
P_0000000605,0000000605,pdf,4,18,template,Journal of Information Technology,SHU,lfoppiano/grobid:0.8.1,data/pdfs/18_4/LeeSawyerChoudrie2003.pdf,article,,10.1080/0268396032000173929,
P_0000000606,0000000606,pdf,4,4,Internal Auditors and the Prevention and Detection of Computer Fraud,Journal of Information Technology,"Marston, Claire and Collier, Paul",lfoppiano/grobid:0.8.1,data/pdfs/4_4/MarstonDixonCollier1989.pdf,article,,,
P_0000000607,0000000607,pdf,3,21,Control Devolution as Information Infrastructure Design Strategy: A case study of a content service platform for mobile phones in Norway,Journal of Information Technology,"Nielsen, Petter and Aanestad, Margunn",lfoppiano/grobid:0.8.1,data/pdfs/21_3/NielsenAanestad2006.pdf,article,2006,10.1057/PALGRAVE.JIT.2000064,
P_0000000608,0000000608,pdf,3,35,The ownership of digital infrastructure: Exploring the deployment of software libraries in a digital innovation cluster,Journal of Information Technology,"Fink, Lior and Shao, Jianhua and Lichtenstein, Yossi and Haefliger, Stefan",lfoppiano/grobid:0.8.1,data/pdfs/35_3/FinkShaoLichtensteinEtAl2020.pdf,article,,10.1177/0268396220936705,
P_0000000609,0000000609,pdf,3,31,Review of the empirical business services sourcing literature: an update and future directions,Journal of Information Technology,"Lacity, Mary C and Khan, Shaji A and Yan, Aihua",lfoppiano/grobid:0.8.1,data/pdfs/31_3/LacityKhanYan2016.pdf,article,,10.1057/JIT.2016.2,
P_0000000610,0000000610,pdf,3,22,E-government: towards the e-bureaucratic form?,Journal of Information Technology,"Cordella, Antonio",lfoppiano/grobid:0.8.1,data/pdfs/22_3/Cordella2007.pdf,article,,10.1057/PALGRAVE.JIT.2000105,
P_0000000611,0000000611,pdf,1,26,Limitations to building institutional trustworthiness through e-government: a comparative study of two e-services in Chile,Journal of Information Technology,"Smith, Matthew L",lfoppiano/grobid:0.8.1,data/pdfs/26_1/Smith2011.pdf,article,2010,10.1057/JIT.2010.17,
P_0000000612,0000000612,pdf,1,4,A Systematic Approach to Industrial Technology Transfer: A Conceptual Framework and a Proposed Methodology,Journal of Information Technology,"Gaultney, Larry D and Skibniewski, Miroslaw J and Salvendy, Gavriel",lfoppiano/grobid:0.8.1,data/pdfs/4_1/GaultneySkibniewskiSalvendy1989.pdf,article,,,
