cluster_id,id,title,author,doi
22,D_000484,Using multiple suppliers to mitigate the risk of IT outsourcing at ICI and Wessex Water,"Currie, Wendy L.",10.1080/026839698344819
23,C_000397,"Power, knowledge and social process in technology analysis: the case of CAD/CAM","Harris, Martin",10.1080/026839697345215
23,C_001459,"Power, knowledge and social process in technology analysis: the case of CAD/CAM","Harris, Martin",10.1080/026839697345215
23,C_002023,"Power, Knowledge and Social Process in Technology Analysis: The Case of CAD/CAM","Harris, Martin",10.1177/026839629701200105
23,D_000453,"Power, knowledge and social process in technology analysis - the case of CAD/CAM","Harris, Martin",10.1080/026839697345215
24,C_000653,The Stakeholder Dimension in Information Systems Evaluation,"Mcaulay, Laurie and Doherty, Neil and Keval, Natasha",10.1080/0268396022000017734
24,C_001715,The Stakeholder Dimension in Information Systems Evaluation,"Mcaulay, Laurie and Doherty, Neil and Keval, Natasha",10.1080/0268396022000017734
24,D_000595,The stakeholder dimension in information systems evaluation,"McAulay, Laurie and Doherty, Neil F. and Keval, Natasha",10.1080/0268396022000017734
25,C_000005,Travelling Electronic Highways,"Adams, Dennis and Hamm, Mary",10.1057/JIT.1988.19
25,C_001067,Travelling Electronic Highways,"Adams, Dennis and Hamm, Mary",10.1057/JIT.1988.19
25,C_002043,Travelling Electronic Highways,"Adams, Dennis and Hamm, Mary",10.1177/026839628800300207
25,D_000107,Travelling Electronic Highways,"Adams, Dennis and Hamm, Mary",10.1057/JIT.1988.19
26,C_000645,"New Games, New Rules, New Scoreboards: The Potential Consequences of Big Data","Markus, M Lynne",10.1057/JIT.2014.28
26,C_001707,"New Games, New Rules, New Scoreboards: The Potential Consequences of Big Data","Markus, M Lynne",10.1057/JIT.2014.28
26,D_000982,"New games, new rules, new scoreboards - the potential consequences of big data","Markus, M. Lynne",10.1057/JIT.2014.28
27,C_000328,Challenging the hierarchical perspective on information systems: implications from external information analysis,"Finnegan, Pat and Murphy, Ciaran and O'Riordan, John",10.1080/026839699344728
27,C_001390,Challenging the hierarchical perspective on information systems: implications from external information analysis,"Finnegan, Pat and Murphy, Ciaran and O'Riordan, John",10.1080/026839699344728
27,C_002166,Challenging the Hierarchical Perspective on Information Systems: Implications from External Information Analysis,"Finnegan, Pat and Murphy, Ciaran and O'Riordan, John",10.1177/026839629901400103
27,D_000495,Challenging the hierarchical perspective on information systems - implications from external information analysis,"Finnegan, Pat and Murphy, Ciaran and O'Riordan, John",10.1080/026839699344728
28,C_000285,The Chimpanzees’ Tea Party: A New Metaphor for Project Managers,"Drummond, Helga and Hodgson, Julia",10.1080/0268396032000122123
28,C_001347,The Chimpanzees’ Tea Party: A New Metaphor for Project Managers,"Drummond, Helga and Hodgson, Julia",10.1080/0268396032000122123
28,D_000612,The chimpanzees' tea party - a new metaphor for project managers,"Drummond, Helga and Hodgson, Julia",10.1080/0268396032000122123
29,C_000638,Transborder Data Flows and Law: Questions Not Answers,"Marett, Paul",10.1057/JIT.1988.4
29,C_001700,Transborder Data Flows and Law: Questions Not Answers,"Marett, Paul",10.1057/JIT.1988.4
29,C_002040,Transborder Data Flows and Law: Questions not Answers,"Marett, Paul",10.1177/026839628800300104
29,D_000121,Transborder Data Flows and Law - Questions Not Answers,"Marett, Paul",10.1057/JIT.1988.4
30,C_000454,Information Technology: My Perspective,"Hutchin, Ted",10.1057/JIT.1986.13
30,C_001516,Information Technology: My Perspective,"Hutchin, Ted",10.1057/JIT.1986.13
30,C_002292,Information Technology: My Perspective,"Hutchin, Ted",10.1177/026839628600100113
30,D_000012,Information Technology - My Perspective,"Hutchin, Ted",10.1057/JIT.1986.13
31,C_000312,Matching an IT Project with an appropriate method of evaluation: a research note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",10.1057/JIT.1994.23
31,C_001374,Matching an IT Project with an appropriate method of evaluation: a research note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",10.1057/JIT.1994.23
31,C_002396,Matching An it Project with An Appropriate Method of Evaluation: A Research Note on ‘Evaluating Investments in IT’,"Farbey, Barbara and Targett, David and Land, Frank",10.1177/026839629400900307
31,D_000357,Matching an IT Project with an appropriate method of evaluation - a research note on 'Evaluating Investments in IT',"Farbey, Barbara and Targett, David and Land, Frank F.",10.1057/JIT.1994.23
32,C_000945,Information Technology and Further Education,"Vincent, A T",10.1057/JIT.1986.17
32,C_002089,Information Technology and Further Education,"Vincent, A. T.",10.1177/026839628600100204
32,D_000015,Information Technology and Further Education,"Vincent, A. T.",10.1057/JIT.1986.17
33,C_000275,Editorial Papers from the Sixth European Conference in Information Systems,"Doukidis, Georgios and Oesterle, Hubert and Willcocks, Leslie",10.1080/026839699344610
33,C_001337,Editorial Papers from the Sixth European Conference in Information Systems,"Doukidis, Georgios and Oesterle, Hubert and Willcocks, Leslie",10.1080/026839699344610
33,C_002059,Editorial Papers from the Sixth European Conference in Information Systems,"Doukidis, Georgios and Oesterle, Hubert and Willcocks, Leslie",10.1177/026839629901400201
33,D_000506,Editorial Papers from the Sixth European Conference in Information Systems,"Doukidis, Georgios I. and Österle, Hubert and Willcocks, Leslie P.",10.1080/026839699344610
34,C_001060,Measuring the economic value of information systems,"Van Wegen, Bert and De Hoog, Robert",10.1080/026839696345298
34,C_001990,Measuring the Economic Value of Information Systems,"Van Wegen, Bert and De Hoog, Robert",10.1177/026839629601100306
34,D_000421,Measuring the economic value of information systems,"van Wegen, Bert and de Hoog, Robert",10.1080/026839696345298
35,C_000455,Towards the Automated Factory? The Need for Training,"Hutchin, Ted",10.1057/JIT.1987.20
35,C_001517,Towards the Automated Factory? The Need for Training,"Hutchin, Ted",10.1057/JIT.1987.20
35,D_000076,Towards the Automated Factory? The Need for Training,"Hutchin, Ted",10.1057/JIT.1987.20
36,C_000416,Mission Impossible? Communicating and Sharing Knowledge via Information Technology,"Hislop, Donald",10.1080/02683960210161230
36,C_001478,Mission Impossible? Communicating and Sharing Knowledge via Information Technology,"Hislop, Donald",10.1080/02683960210161230
36,D_000587,Mission impossible? Communicating and sharing knowledge via information technology,"Hislop, Donald",10.1080/02683960210161230
37,C_000124,Technology driven and competency driven approaches to competitiveness: are they reconcilable?,"Booth, Marilyn E and Philip, George",10.1080/026839696345351
37,C_001186,Technology driven and competency driven approaches to competitiveness: are they reconcilable?,"Booth, Marilyn E and Philip, George",10.1080/026839696345351
37,C_001926,Technology Driven and Competency Driven Approaches to Competitiveness: Are they Reconcilable?,"Booth, Marilyn E. and Philip, George",10.1177/026839629601100205
37,D_000416,Technology driven and competency driven approaches to competitiveness - are they reconcilable?,"Booth, Marilyn E. and Philip, George",10.1080/026839696345351
38,C_000571,Editorial: Broadband Internet and Electronic Commerce,"Lee, Heejin and Sawyer, Steve and Choudrie, Jyoti",10.1080/0268396032000173929
38,C_001633,Editorial: Broadband Internet and Electronic Commerce,"Lee, Heejin and Sawyer, Steve and Choudrie, Jyoti",10.1080/0268396032000173929
38,D_000614,Editorial - Broadband Internet and Electronic Commerce,"Lee, Heejin and Sawyer, Steve and Choudrie, Jyoti",10.1080/0268396032000173929
39,C_000031,IT Research Direction in the United Kingdom: the Danger of Future Collapse,"Aleksander, Igor",10.1057/JIT.1987.24
39,C_001093,IT Research Direction in the United Kingdom: the Danger of Future Collapse,"Aleksander, Igor",10.1057/JIT.1987.24
39,C_002100,IT Research Direction in the United Kingdom: The Danger of Future Collapse,"Aleksander, Igor",10.1177/026839628700200304
39,D_000069,IT Research Direction in the United Kingdom - the Danger of Future Collapse,"Aleksander, Igor",10.1057/JIT.1987.24
40,C_000413,To Coerce or to Enable? Exercising Formal Control in a Large Information Systems Project,"Heumann, Jakob and Wiener, Martin and Remus, Ulrich and Mähring, Magnus",10.1057/JIT.2014.11
40,C_001475,To Coerce or to Enable? Exercising Formal Control in a Large Information Systems Project,"Heumann, Jakob and Wiener, Martin and Remus, Ulrich and Mähring, Magnus",10.1057/JIT.2014.11
40,D_000961,To coerce or to enable? Exercising formal control in a large information systems project,"Heumann, Jakob and Wiener, Martin and Remus, Ulrich and Mähring, Magnus",10.1057/JIT.2014.11
41,C_000030,Editorial,"Aleksander, Igor",10.1057/JIT.1987.21
41,C_001092,Editorial,"Aleksander, Igor",10.1057/JIT.1987.21
41,C_002185,Editorial,"Aleksander, Igor",10.1177/026839628700200301
41,D_000068,Editorial,"Aleksander, Igor",10.1057/JIT.1987.21
42,C_000294,Division of labour and the design of systems for computer support for cooperative work,"Eason, Ken",10.1080/026839696345414
42,C_001356,Division of labour and the design of systems for computer support for cooperative work,"Eason, Ken",10.1080/026839696345414
42,C_002221,Division of Labour and the Design of Systems for Computer Support for Cooperative Work,"Eason, Ken",10.1177/026839629601100104
42,D_000429,Division of labour and the design of systems for computer support for cooperative work,"Eason, Ken",10.1080/026839696345414
43,C_000551,Effective Systems: Overcoming the Obstacles,"Land, F F and Quesne, P N Le and Wijegunaratne, I",10.1057/JIT.1989.10
43,C_001613,Effective Systems: Overcoming the Obstacles,"Land, F F and Quesne, P N Le and Wijegunaratne, I",10.1057/JIT.1989.10
43,C_002477,Effective Systems: Overcoming the Obstacles,"Land, F. F. and Le Quesne, P. N. and Wijegunaratne, I.",10.1177/026839628900400203
43,D_000147,Effective Systems - Overcoming the Obstacles,"Land, Frank F. and Le Quesne, P. N. and Wijegunaratne, I.",10.1057/JIT.1989.10
44,C_000667,Loyalty of on-line bank customers,"Methlie, Leif B and Nysveen, Herbjørn",10.1080/026839699344485
44,C_001729,Loyalty of on-line bank customers,"Methlie, Leif B and Nysveen, Herbjørn",10.1080/026839699344485
44,C_002458,Loyalty of on-Line Bank Customers,"Methlie, Leif B. and Nysveen, Herbjørn",10.1177/026839629901400406
44,D_000520,Loyalty of on-line bank customers,"Methlie, Leif B. and Nysveen, Herbjørn",10.1080/026839699344485
45,C_000184,"Context may be King, but generalizability is the Emperor!","Cheng, Zhi (Aaron) and Dimoka, Angelika and Pavlou, Paul A.",10.1057/S41265-016-0005-7
45,C_001246,"Context may be King, but generalizability is the Emperor!","Cheng, Zhi (Aaron) and Dimoka, Angelika and Pavlou, Paul A.",10.1057/S41265-016-0005-7
45,D_001002,"Context may be King, but generalizability is the Emperor!","Cheng, Zhi and Dimoka, Angelika and Pavlou, Paul A.",10.1057/S41265-016-0005-7
46,C_000201,Users' reactions to information technology: some multivariate models and their implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",10.1080/026839697345189
46,C_001263,Users' reactions to information technology: some multivariate models and their implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",10.1080/026839697345189
46,C_002275,Users’ Reactions to Information Technology: Some Multivariate Models and their Implications,"Clegg, Chris and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",10.1177/026839629701200102
46,D_000444,Users' reactions to information technology - some multivariate models and their implications,"Clegg, Chris W. and Carey, Neil and Dean, Graham and Hornby, Pat and Bolden, Richard",10.1080/026839697345189
47,C_000420,Marketing Translation Services Internationally: Exploiting it to Achieve a Smart Network,"Holland, Christopher P and Shaw, Duncan R and Westwood, JB and Harris, Ian",10.1057/PALGRAVE.JIT.2000025
47,C_001482,Marketing Translation Services Internationally: Exploiting it to Achieve a Smart Network,"Holland, Christopher P and Shaw, Duncan R and Westwood, JB and Harris, Ian",10.1057/PALGRAVE.JIT.2000025
47,D_000633,Marketing translation services internationally - exploiting IT to achieve a smart network,"Holland, Christopher P. and Shaw, Duncan R. and Westwood, John B. and Harris, Ian",10.1057/PALGRAVE.JIT.2000025
48,C_000189,Information technology transfer in econometric forecasting: a pictorial approach,"Chong, P Pete and Chen, Ye-Sho and Pruett, James M",10.1057/JIT.1993.2
48,C_001251,Information technology transfer in econometric forecasting: a pictorial approach,"Chong, P Pete and Chen, Ye-Sho and Pruett, James M",10.1057/JIT.1993.2
48,C_001940,Information Technology Transfer in Econometric Forecasting: A Pictorial Approach,"Chong, P. Pete and Chen, Ye-Sho and Pruett, James M.",10.1177/026839629300800102
48,D_000303,Information technology transfer in econometric forecasting - a pictorial approach,"Chong, P. Pete and Chen, Ye-Sho and Pruett, James M.",10.1057/JIT.1993.2
49,C_000525,IT Consultancy from a Technological Viewpoint,"Knight, Alan",10.1057/JIT.1987.4
49,C_001587,IT Consultancy from a Technological Viewpoint,"Knight, Alan",10.1057/JIT.1987.4
49,C_002101,IT Consultancy from a Technological Viewpoint,"Knight, Alan",10.1177/026839628700200104
49,D_000059,IT Consultancy from a Technological Viewpoint,"Knight, Alan",10.1057/JIT.1987.4
50,C_000478,Strategies for teaching information systems,"Jamieson, Rodger",10.1057/JIT.1991.36
50,C_001540,Strategies for teaching information systems,"Jamieson, Rodger",10.1057/JIT.1991.36
50,C_002030,Strategies for Teaching Information Systems,"Jamieson, Rodger",10.1177/0268396291006003-412
50,D_000225,Strategies for teaching information systems,"Jamieson, Rodger",10.1057/JIT.1991.36
51,C_000063,"IS outsourcing practices in the USA, Japan and Finland: a comparative study","Apte, Uday M and Sobol, Marion G and Hanaoka, Sho and Shimada, Tatsumi and Saarinen, Timo and Salmela, Timo and Vepsalainen, Ari P J",10.1080/026839697345017
51,C_001125,"IS outsourcing practices in the USA, Japan and Finland: a comparative study","Apte, Uday M and Sobol, Marion G and Hanaoka, Sho and Shimada, Tatsumi and Saarinen, Timo and Salmela, Timo and Vepsalainen, Ari P J",10.1080/026839697345017
51,C_002251,"Is Outsourcing Practices in the Usa, Japan and Finland: A Comparative Study","Apte, Uday M. and Sobol, Marion G. and Hanaoka, Sho and Shimada, Tatsumi and Saarinen, Timo and Salmela, Timo and Vepsalainen, Ari P. J.",10.1177/026839629701200405
51,D_000443,"IS outsourcing practices in the USA, Japan and Finland - a comparative study","Apte, Uday M. and Sobol, Marion G. and Hanaoka, Sho and Shimada, Tatsumi and Saarinen, Timo and Salmela, Timo and Vepsäläinen, Ari P. J.",10.1080/026839697345017
52,C_000512,An Exploratory Study of the Impacts of Upgrading Packaged Software: A Stakeholder Perspective,"Khoo, Huoy Min and Robey, Daniel and Rao, Srinivasan Venkoba",10.1057/JIT.2011.1
52,C_001574,An Exploratory Study of the Impacts of Upgrading Packaged Software: A Stakeholder Perspective,"Khoo, Huoy Min and Robey, Daniel and Rao, Srinivasan Venkoba",10.1057/JIT.2011.1
52,D_000861,An exploratory study of the impacts of upgrading packaged software - a stakeholder perspective,"Khoo, Huoy Min and Robey, Daniel and Rao, Srinivasan Venkoba",10.1057/JIT.2011.1
53,C_000198,Legal Aspects of Knowledge-Based Technology,"Clarke, Roger",10.1057/JIT.1988.3
53,C_001260,Legal Aspects of Knowledge-Based Technology,"Clarke, Roger",10.1057/JIT.1988.3
53,C_001998,Legal Aspects of Knowledge-Based Technology,"Clarke, Roger",10.1177/026839628800300103
53,D_000098,Legal Aspects of Knowledge-Based Technology,"Clarke, Roger",10.1057/JIT.1988.3
54,C_000250,Smart cards: a design for the future,"Davis, Robert H and Mitchell, Hamish",10.1080/026839696345450
54,C_001312,Smart cards: a design for the future,"Davis, Robert H and Mitchell, Hamish",10.1080/026839696345450
54,C_002067,Smart Cards: A Design for the Future,"Davis, Robert H. and Mitchell, Hamish",10.1177/026839629601100108
54,D_000427,Smart cards - a design for the future,"Davis, Robert H. and Mitchell, Hamish",10.1080/026839696345450
55,C_001004,Editorial,"Willcocks, Leslie",10.1080/026839697345107
55,C_002372,Editorial,"Willcocks, Leslie",10.1177/026839629701200201
55,D_000464,Editorial,"Willcocks, Leslie P.",10.1080/026839697345107
56,C_000375,The Value of Information,"Griffiths, Catherine and Clark, Peter",10.1057/JIT.1987.19
56,C_001437,The Value of Information,"Griffiths, Catherine and Clark, Peter",10.1057/JIT.1987.19
56,C_001942,The Value of Information,"Griffiths, Catherine and Clark, Peter",10.1177/026839628700200209
56,D_000055,The Value of Information,"Griffiths, Catherine and Clark, Peter",10.1057/JIT.1987.19
57,C_000505,The Role of Management Accountants in Information Strategy,"kaye, G Roland",10.1057/JIT.1988.44
57,C_001567,The Role of Management Accountants in Information Strategy,"kaye, G Roland",10.1057/JIT.1988.44
57,C_001880,The Role of Management Accountants in Information Strategy,"Kaye, G Roland",10.1177/026839628800300405
57,D_000104,The Role of Management Accountants in Information Strategy,"Kaye, G. Roland",10.1057/JIT.1988.44
58,C_000592,Editorial,"Leeming, Anne and Willcocks, Leslie",10.1057/JIT.1991.25
58,C_001654,Editorial,"Leeming, Anne and Willcocks, Leslie",10.1057/JIT.1991.25
58,C_001826,Editorial,"Leeming, Anne and Willcocks, Leslie",10.1177/0268396291006003-401
58,D_000259,Editorial,"Leeming, Anne and Willcocks, Leslie P.",10.1057/JIT.1991.25
59,C_000545,The Ultimate Bluff: A Case Study of Partygaming.Com,"Laffey, Des",10.1057/PALGRAVE.JIT.2000096
59,C_001607,The Ultimate Bluff: A Case Study of Partygaming.Com,"Laffey, Des",10.1057/PALGRAVE.JIT.2000096
59,D_000718,The ultimate bluff - a case study of partygaming.com,"Laffey, Des",10.1057/PALGRAVE.JIT.2000096
60,C_000650,An Empirical Analysis of Spreadsheet Usage: A solution storing up problems?,"Mason, David",10.1057/JIT.1989.20
60,C_001712,An Empirical Analysis of Spreadsheet Usage: A solution storing up problems?,"Mason, David",10.1057/JIT.1989.20
