cluster_id,id,title,author,doi
6,P_0000001566,BIG DATA & ANALYTICS IN NETWORKED BUSINESS PRIVACY AND BIG DATA: SCALABLE APPROACHES TO SANITIZE LARGE TRANSACTIONAL DATABASES FOR SHARING 1,"Menon, Syam and Sarkar, Sumit and Baesens, Bart and Bapna, Ravi and Marsden, James R and Vanthienen, Jan and Zhao, J. Leon",
7,C_000963,Factors Affecting the Policy for Distributing Computing Resources,"Ahituv, Niv and Neumann, Seev and Zviran, Moshe",10.2307/248722
7,D_000230,Factors Affecting the Policy for Distributing Computing Resources,"Ahituv, Niv and Neumann, Seev and Zviran, Moshe",
7,P_0000000358,Factors Affecting the Policy for Distributing Computing Resources,"Neumann, Seev and Zviran, Moshe",
7,P_0000001707,Factors Affecting the Policy for Distributing Computing Resources,"Neumann, Seev and Zviran, Moshe",
8,P_0000000691,EDITOR’S COMMENTS,"Weber, Ron",
8,P_0000001654,Weber/Editor's Comments,"Personal, A. and Ihhhbhhhbhhi, View1",
9,C_001423,Instant Quality Control of Large Batch Processing Jobs,"Ahituv, Niv and Zelek, Meir",10.2307/248676
9,D_000159,Instant Quality Control of Large Batch Processing Jobs,"Ahituv, Niv and Zelek, Meir",
9,P_0000000172,Instant Quality Control of Large Batch Processing Jobs,"Zelek, Meir",
9,P_0000001677,Instant Quality Control of Large Batch Processing Jobs,"Zelek, Meir",
10,C_001359,Special Issue on Information Technologies and Knowledge Management,Sambamurthy and Subramani,10.2307/25148665
10,C_001393,Special Issue on Information Technologies and Knowledge Management,Sambamurthy and Subramani,10.2307/25148676
10,P_0000001204,SPECIAL ISSUE ON INFORMATION TECHNOLOGIES AND KNOWLEDGE MANAGEMENT,"Sambamurthy, V. and Subramani, Mani",
10,P_0000001379,SPECIAL ISSUE ON INFORMATION TECHNOLOGIES AND KNOWLEDGE MANAGEMENT,"Sambamurthy, V.",
11,C_001299,Editor's Comments: Why Do Top Journals Reject Good Papers?,Straub,10.2307/25148851
11,C_001389,"Editor's Comments: ""MISQ"", Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors",Straub,10.2307/25750684
11,P_0000000242,"EDITOR'S COMMENTS MISQ, Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors","Straub, Detmar",
11,P_0000001568,Straub/Editor's Comments,"Straub, Detmar W.",
12,P_0000001704,Issues and Opinions,,
12,P_0000001720,Issues and Opinions,,
13,C_001389,"Editor's Comments: ""MISQ"", Inc. or an Online Collective? Is There a Journal Personality and What it Means for Authors",Straub,10.2307/25750684
13,P_0000001568,Straub/Editor's Comments,"Straub, Detmar W.",
14,P_0000001695,The Society for Management Information Systems,"Dougherty, Dougherty and Dougherty and Dougherty, William and Mis",
14,P_0000001701,The Society for Management Information Systems,"O'reilly, Anthony J F and Mis",
14,P_0000001772,The Society for Management Information Systems,"O'reilly, Anthony J F and Mis",
15,P_0000000007,EDITOR'S COMMENTS,"Rai, Arun",
15,P_0000000993,EDITOR'S COMMENTS Celebrating 40 Years of MIS Quarterly: MISQ's History and Future Through the Lenses of its Editors-in-Chief,"Rai, Arun",
15,P_001864,EDITOR'S COMMENTS Celebrating 40 Years of MIS Quarterly: MISQ's History and Future Through the Lenses of its Editors-in-Chief,"Rai, Arun",
16,C_001947,The Returns of Early Adoption of Information Technologies: Order of Adoption or Level of Adoption Advantages?,"Gómez, Jaime and Palomas, Sergio",10.25300/MISQ/2024/17125
16,D_001521,The Returns of Early Adoption of Information Technologies: Order of Adoption or Level of Adoption Advantages?,"Gómez, Jaime and Palomas, Sergio",10.25300/MISQ/2024/17125
16,P_001914,THE RETURNS OF EARLY ADOPTION OF INFORMATION TECHNOLOGIES: ORDER OF ADOPTION OR LEVEL OF ADOPTION ADVANTAGES? 1,"Gómez, Jaime and Palomas, Sergio",10.25300/MISQ/2023/17125
17,C_001850,Extracting Actionable Insights from Text Data: A Stable Topic Model Approach,"Yang, Yi and Subramanyam, Ramanath",10.25300/MISQ/2022/16957
17,P_001814,EXTRACTING ACTIONABLE INSIGHTS FROM TEXT DATA: A STABLE TOPIC MODEL APPROACH 1,"Yang, Yi and Subramanyam, Ramanath",10.25300/MISQ/2022/16957
17,P_001884,EXTRACTING ACTIONABLE INSIGHTS FROM TEXT DATA: A STABLE TOPIC MODEL APPROACH 1,"Yang, Yi and Subramanyam, Ramanath",10.25300/MISQ/2022/16957
18,P_0000000068,EDITOR'S COMMENTS Continuing and Extending the MIS Quarterly Trifecta Vision,"Burton-Jones, Andrew",
18,P_001802,EDITOR'S COMMENTS RESEARCH ARTICLE,"Burton-Jones, Andrew and Gray, Peter and Majchrzak, Ann",
19,C_000601,Editor's Comments: Parting Thoughts on My Term of Office as EIC of MISQ (2008-2012),Straub,10.2307/41703495
19,C_000978,Editor's Comments: Use,Straub and del Giudice,10.2307/41703494
20,C_001878,Generativity and Profitability on B2B Innovation Platforms: A Simulation-based Theory Development,"Haki, Kazem and Tanriverdi, Hüseyin and Safaei, Dorsa and Schmid, Marius and Aier, Stephan and Winter, Robert",10.25300/MISQ/2023/17710
20,D_001524,Generativity and Profitability on B2B Innovation Platforms: A Simulation-based Theory Development,"Haki, Kazem and Tanriverdi, Hüseyin and Safaei, Dorsa and Schmid, Marius and Aier, Stephan and Winter, Robert",10.25300/MISQ/2023/17710
20,P_001877,GENERATIVITY AND PROFITABILITY ON B2B INNOVATION PLATFORMS: A SIMULATION-BASED THEORY DEVELOPMENT 1,"Haki, Kazem and Tanriverdi, Hüseyin and Safaei, Dorsa and Schmid, Marius and Aier, Stephan and Winter, Robert",10.25300/MISQ/2023/17701
21,C_000846,Decision Support Systems: An MIS Manager's Perspective,"Vierck, Robert K.",10.2307/249326
21,D_000027,Invited Article - Decision Support Systems - An MIS Manager's Perspective,"Vierck, Robert K.",
21,P_0000000957,Decision Support Systems: An MIS Manager's Perspective*,"Sprague, Ralph H and Vierck, Robert K",
22,C_001129,Editor's Comments: From the Trenches: Thoughts on Developmental Reviewing,Saunders,10.2307/25148675
22,P_0000000473,EDITOR'S COMMENTS From the Trenches: Thoughts on Developmental Reviewing,"Saunders, Carol",
23,P_0000000544,"EDITOR'S COMMENTS Sandy Slaughter: Outstanding Scholar, Incredible Human Being","Goes, Paulo B and Head, Management",
23,P_0000000945,EDITOR'S COMMENTS,"Goes, Paulo B and Head, Management",
